"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Velocità media (m/s)","Velocità raffica (m/s)","Settore prevalente","Durata calma (min)","Tempo permanenza (min)","Vento classe","Radiazione globale (MJ/m²)","Radiazione classe"
"2020-11-18","3.5","2.0","0.2","MZ00","3.8","8.5","NW","0","670","MZZZZZ","8.7","MZ"
"2020-11-19","0.9","-4.9","-14.5","MZ00","12.7","29.6","NW","0","1120","MZZYYZ","6.2","MZ"
"2020-11-20","-7.2","-11.4","-14.8","MZ00","9.7","24.0","N","0","940","MZZYYZ","9.7","MZ"
"2020-11-21","0.6","-3.4","-9.2","MZ00","5.2","18.3","N","0","870","MZZYYZ","7.6","MZ"
"2020-11-22","3.0","1.0","-0.7","MZ00","2.4","6.6","NNW","10","410","MZZZZZ","8.0","MZ"
"2020-11-23","0.2","-1.6","-4.4","MZ00","5.0","16.2","NW","30","570","MZZYYZ","7.7","MZ"
"2020-11-24","-4.3","-5.8","-6.9","MZ00","7.9","11.7","SE","0","1250","MZZYYZ","7.7","MZ"
"2020-11-25","-6.0","-7.2","-8.3","MZ00","9.9","13.9","SE","0","1370","MZZYYZ","7.8","MZ"
"2020-11-26","-4.2","-5.7","-7.8","MZ00","4.4","10.3","SSE","0","550","MZZYYZ","7.6","MZ"
"2020-11-27","-4.0","-5.7","-8.3","MZ00","4.4","9.7","SSE","0","540","MZZYYZ","7.2","MZ"
"2020-11-28","-6.0","-6.9","-8.3","MZ00","","","","","","M00000","2.9","MZ"
"2020-11-29","-4.5","-5.6","-7.3","MZ00","","","","","","M00000","7.2","MZ"
"2020-11-30","-2.1","-5.4","-7.8","MZ00","3.7","10.4","NNW","30","360","MZZYYZ","7.3","MZ"
"2020-12-01","-6.6","-12.2","-15.7","MZ00","8.7","30.9","NW","80","630","MZZYYZ","4.5","MZ"
"2020-12-02","-11.0","-13.1","-14.9","MZ00","2.9","8.5","N","60","480","MZZYYZ","5.9","MZ"
"2020-12-03","-8.2","-12.6","-13.9","MZ00","4.0","12.1","NNW","120","350","MYZYYY","8.9","MZ"
"2020-12-04","-13.6","-14.7","-16.2","MZ00","","","","","","M00000","1.8","MZ"
"2020-12-05","-11.2","-14.1","-16.0","MZ00","","","","","","M00000","2.5","MZ"
"2020-12-06","-11.3","-13.3","-16.6","MZ00","","","","","","M00000","3.1","MZ"
"2020-12-07","-12.8","-16.0","-16.8","MZ00","","","","","","M00000","4.5","MZ"
"2020-12-08","-10.1","-14.1","-16.7","MZ00","","","","","","M00000","2.7","MZ"
"2020-12-09","-13.6","-14.4","-15.1","MZ00","","","","","","M00000","3.4","MZ"
"2020-12-10","-7.4","-12.9","-14.9","MZ00","","","","","","M00000","5.6","MZ"
"2020-12-11","-9.5","-11.0","-13.4","MZ00","","19.3","","","","M0Y000","4.8","MZ"
"2020-12-12","-10.3","-11.4","-12.5","MZ00","7.4","20.0","WNW","0","510","MZZYYZ","7.2","MZ"
"2020-12-13","-3.6","-9.8","-12.8","MZ00","6.8","17.6","NW","20","700","MZZYYZ","8.1","MY"
"2020-12-14","-0.4","-2.0","-5.2","MZ00","4.5","15.3","NW","0","240","MZZYYZ","6.3","MZ"
"2020-12-15","-2.3","-4.9","-6.9","MZ00","5.4","15.1","SSW","0","520","MZZYYZ","4.0","MZ"
"2020-12-16","-2.0","-5.0","-9.1","MZ00","2.4","8.7","SW","10","380","MZZYYZ","5.6","MZ"
"2020-12-17","-3.3","-4.9","-7.1","MZ00","3.5","14.5","WNW","10","450","MZZYYZ","6.6","MZ"
"2020-12-18","-4.0","-7.1","-10.2","MZ00","3.9","9.2","SE","10","370","MZZYYZ","8.4","MY"
"2020-12-19","-7.5","-9.1","-10.9","MZ00","1.9","8.3","","450","","MZZ00Z","3.8","MZ"
"2020-12-20","-7.5","-8.2","-9.1","MZ00","","","","","","M00000","3.7","MZ"
"2020-12-21","-2.3","-4.8","-8.9","MZ00","8.9","31.4","WNW","40","540","MZZYYZ","5.2","MZ"
"2020-12-22","-2.1","-4.2","-5.1","MZ00","14.7","29.4","NW","0","1300","MZZYYZ","5.2","MZ"
"2020-12-23","-1.8","-3.6","-5.5","MZ00","7.5","21.2","WNW","0","1120","MZZYYZ","5.4","MZ"
"2020-12-24","-4.8","-9.8","-12.9","MZ00","10.3","23.2","WNW","0","770","MZZYYZ","6.7","MZ"
"2020-12-25","-12.6","-17.2","-19.0","MZ00","7.6","17.5","NNW","0","860","MZZYYZ","3.4","MZ"
"2020-12-26","-7.9","-14.7","-19.1","MZ00","5.9","15.8","N","0","1030","MZZYYZ","6.7","MZ"
"2020-12-27","-7.4","-9.7","-12.9","MZ00","4.4","17.5","WNW","20","460","MZZYYZ","4.9","MZ"
"2020-12-28","-12.3","-15.1","-18.7","MZ00","9.1","31.5","WNW","10","860","MZZYYZ","4.1","MZ"
"2020-12-29","-14.6","-16.0","-17.8","MZ00","4.1","20.8","WNW","30","650","MZZYYZ","6.8","MY"
"2020-12-30","-16.0","-17.5","-18.2","MZ00","4.7","11.8","NW","40","800","MZZYYZ","10.1","MZ"
"2020-12-31","-12.9","-14.4","-16.8","MZ00","2.8","16.6","WNW","20","410","MZZYYZ","5.8","MZ"
"2021-01-01","-13.6","-14.6","-15.7","MZ00","3.6","8.4","SE","120","890","MZZYYZ","4.1","MZ"
"2021-01-02","-12.5","-13.4","-14.5","MZ00","","","","","","M00000","3.7","MZ"
"2021-01-03","-12.7","-14.5","-17.3","MZ00","","","","","","M00000","3.1","MZ"
"2021-01-04","-13.9","-15.1","-16.4","MZ00","","","","","","M00000","3.0","MZ"
"2021-01-05","-14.2","-16.7","-17.8","MZ00","","","","","","M00000","2.9","MZ"
"2021-01-06","-14.4","-17.2","-18.5","MZ00","","","","","","M00000","6.3","MZ"
"2021-01-07","-15.6","-18.2","-19.9","MZ00","","","","","","M00000","7.4","MZ"
"2021-01-08","-11.9","-16.8","-20.0","MZ00","","","","","","M00000","7.1","MZ"
"2021-01-09","-13.9","-14.7","-16.2","MZ00","8.0","","","180","","MZ000Z","5.7","MZ"
"2021-01-10","-12.4","-14.2","-15.1","MZ00","8.3","20.5","SE","0","1190","MZZYYZ","7.7","MZ"
"2021-01-11","-9.7","-11.5","-13.4","MZ00","7.1","13.0","N","0","850","MZZYYZ","7.8","MZ"
"2021-01-12","-10.8","-12.4","-13.7","MZ00","14.6","40.2","NW","0","870","MZZYYZ","7.0","MZ"
"2021-01-13","-7.9","-11.2","-13.8","MZ00","22.9","44.7","NW","0","980","MZZYYZ","6.8","MZ"
"2021-01-14","-8.4","-10.3","-11.8","MZ00","23.6","48.2","NW","0","1170","MZZYYZ","5.8","MZ"
"2021-01-15","-11.4","-13.4","-16.5","MZ00","8.1","18.9","NW","0","820","MZZYYZ","3.1","MZ"
"2021-01-16","-10.7","-13.3","-16.7","MZ00","12.4","33.5","NNW","0","890","MZZYYZ","8.4","MZ"
"2021-01-17","-10.6","-15.0","-17.4","MZ00","13.5","32.8","NNW","0","760","MZZYYZ","5.2","MZ"
"2021-01-18","-11.9","-14.1","-16.7","MZ00","7.7","14.4","NNW","0","1110","MZZYYZ","8.2","MZ"
"2021-01-19","-8.0","-10.2","-12.6","MZ00","6.2","16.1","NW","10","570","MZZYYZ","8.4","MZ"
"2021-01-20","-6.8","-9.5","-13.3","MZ00","5.8","19.5","SSW","30","470","MZZYYZ","8.6","MZ"
"2021-01-21","-8.6","-10.1","-13.4","MZ00","5.1","16.4","SW","0","500","MZZYYZ","6.3","MZ"
"2021-01-22","-8.7","-10.5","-16.1","MZ00","6.0","16.6","SSE","30","360","MZZYYZ","5.2","MZ"
"2021-01-23","-14.0","-16.1","-18.0","MZ00","10.7","28.7","NW","0","600","MZZYYZ","4.2","MZ"
"2021-01-24","-15.6","-18.2","-20.2","MZ00","12.7","27.4","NW","0","1100","MZZYYZ","5.0","MZ"
"2021-01-25","-16.3","-19.7","-21.2","MZ00","19.1","40.9","NW","0","1200","MZZYYZ","5.9","MZ"
"2021-01-26","-13.0","-17.6","-21.1","MZ00","9.9","23.2","NW","0","1060","MZZYYZ","9.6","MZ"
"2021-01-27","-8.2","-9.8","-13.7","MZ00","19.4","44.7","NW","0","920","MZZYYZ","4.5","MZ"
"2021-01-28","-5.3","-7.0","-9.1","MZ00","20.1","46.5","NW","0","1100","MZZYYZ","3.5","MZ"
"2021-01-29","-5.9","-9.8","-12.6","MZ00","22.4","55.4","NW","0","1210","MZZYYZ","3.1","MZ"
"2021-01-30","-5.8","-8.2","-11.9","MZ00","11.6","40.9","NW","0","950","MZZYYZ","6.9","MZ"
"2021-01-31","-9.2","-10.7","-11.7","MZ00","4.3","9.8","NNW","10","650","MZZYYZ","9.5","MY"
"2021-02-01","-8.7","-9.3","-10.2","MZ00","8.8","28.8","NW","40","680","MZZYYZ","5.8","MZ"
"2021-02-02","-4.4","-6.5","-9.9","MZ00","13.3","29.1","NW","0","1030","MZZYYZ","7.2","MZ"
"2021-02-03","-3.9","-5.5","-9.5","MZ00","9.1","35.7","WNW","30","930","MZZYYZ","5.6","MZ"
"2021-02-04","-3.6","-5.8","-9.5","MZ00","6.8","28.2","WNW","20","850","MZZYYZ","7.9","MZ"
"2021-02-05","-3.4","-4.3","-6.1","MZ00","6.2","18.8","WNW","30","470","MZZYYZ","9.6","MZ"
"2021-02-06","-4.2","-6.6","-10.1","MZ00","7.4","20.7","SE","0","470","MZZYYZ","6.7","MZ"
"2021-02-07","-7.5","-11.7","-18.2","MZ00","","","","","","M00000","5.3","MZ"
"2021-02-08","-10.1","-13.6","-17.4","MZ00","6.2","25.0","WNW","60","790","MZYYYZ","9.4","MZ"
"2021-02-09","-9.5","-10.7","-12.3","MZ00","7.7","23.4","WNW","0","1000","MZZYYZ","10.1","MZ"
"2021-02-10","-10.1","-12.6","-13.9","MZ00","10.6","28.4","NW","0","1000","MZZYYZ","7.2","MZ"
"2021-02-11","-8.1","-10.6","-15.2","MZ00","16.1","31.5","NW","0","1240","MZZYYZ","12.6","MZ"
"2021-02-12","-7.6","-8.8","-10.5","MZ00","8.0","18.4","WNW","0","720","MZZYYZ","10.5","MZ"
"2021-02-13","-10.4","-13.1","-15.7","MZ00","8.6","20.7","NW","0","1010","MZZYYZ","13.7","MZ"
"2021-02-14","-8.2","-11.8","-14.8","MZ00","6.4","12.6","NNW","0","760","MZZYYZ","13.2","MZ"
"2021-02-15","-5.7","-7.5","-9.4","MZ00","9.7","25.0","NW","0","780","MZZYYZ","12.7","MZ"
"2021-02-16","-4.4","-5.8","-8.9","MZ00","9.7","27.8","NW","0","670","MZZYYZ","9.1","MZ"
"2021-02-17","-5.9","-8.2","-10.8","MZ00","8.2","26.6","NW","0","680","MZZYYZ","13.6","MZ"
"2021-02-18","-5.6","-6.6","-8.5","MZ00","4.8","16.8","WNW","30","820","MZZYYZ","11.4","MZ"
"2021-02-19","-3.1","-6.3","-8.7","MZ00","4.8","17.8","WNW","0","660","MZZYYZ","13.1","MZ"
"2021-02-20","1.0","-1.3","-4.7","MZ00","3.1","11.2","SSW","20","410","MZZYYZ","14.5","MZ"
"2021-02-21","0.2","-5.4","-10.8","MZ00","10.5","22.3","SE","0","870","MZZYYZ","14.8","MZ"
"2021-02-22","-4.4","-7.3","-9.8","MZ00","9.0","15.8","SE","0","1250","MZZYYZ","10.8","MZ"
"2021-02-23","-1.3","-3.1","-4.5","MZ00","4.0","8.2","SE","0","590","MZZYYZ","14.6","MZ"
"2021-02-24","0.7","-0.7","-3.4","MZ00","3.8","11.6","SW","0","480","MZZYYZ","15.4","MZ"
"2021-02-25","-0.4","-1.9","-3.3","MZ00","4.0","13.7","SW","10","460","MZZYYZ","15.5","MZ"
"2021-02-26","-2.5","-4.1","-6.7","MZ00","4.9","12.6","WNW","10","840","MZZYYZ","15.1","MZ"
"2021-02-27","-6.5","-8.6","-9.2","MZ00","8.3","19.9","SE","0","890","MZZYYZ","5.9","MZ"
"2021-02-28","-7.7","-9.8","-11.7","MZ00","","","","","","M00000","14.4","MZ"
"2021-03-01","-5.6","-7.4","-10.8","MZ00","5.2","9.8","SE","0","820","MZZYYZ","16.6","MZ"
"2021-03-02","-2.4","-5.1","-8.6","MZ00","3.0","9.9","SSE","50","440","MZZYYZ","15.4","MZ"
"2021-03-03","-3.1","-4.6","-6.1","MZ00","2.5","6.5","NNW","10","400","MZZYYZ","8.5","MZ"
"2021-03-04","-6.1","-8.1","-11.8","MZ00","6.7","15.2","WNW","0","980","MZZYYZ","12.9","MZ"
"2021-03-05","-8.3","-11.2","-13.1","MZ00","4.4","14.8","NW","10","600","MZZYYZ","18.9","MZ"
"2021-03-06","-8.8","-11.4","-12.7","MZ00","3.0","8.8","SE","90","420","MZZYYZ","9.1","MZ"
"2021-03-07","-10.4","-11.3","-11.9","MZ00","3.9","10.9","NW","40","660","MZZYYZ","7.2","MZ"
"2021-03-08","-7.4","-11.1","-12.7","MZ00","2.5","6.4","WNW","10","350","MZZYYZ","10.9","MZ"
"2021-03-09","-11.9","-13.7","-15.7","MZ00","4.4","12.7","","150","","MZZ00Z","6.9","MZ"
"2021-03-10","-7.7","-11.6","-16.3","MZ00","9.5","24.9","NNW","0","950","MZZYYZ","18.6","MZ"
"2021-03-11","-3.5","-6.0","-10.7","MZ00","16.5","50.6","NW","0","700","MZZYYZ","12.5","MZ"
"2021-03-12","-10.8","-13.2","-15.6","MZ00","13.1","32.7","NW","0","750","MZZYYZ","18.5","MZ"
"2021-03-13","-10.1","-11.7","-14.6","MZ00","15.7","31.8","WNW","0","1000","MZZYYZ","18.3","MZ"
"2021-03-14","-13.2","-16.8","-19.1","MZ00","21.7","41.8","NW","0","1260","MZZYYZ","12.8","MZ"
"2021-03-15","-13.7","-15.2","-16.9","MZ00","20.3","49.4","NW","0","940","MZZYYZ","10.1","MZ"
"2021-03-16","-13.4","-16.5","-18.4","MZ00","11.9","25.5","NW","0","970","MZZYYZ","13.3","MZ"
"2021-03-17","-11.7","-14.1","-18.2","MZ00","7.4","15.6","NW","0","880","MZZYYZ","11.2","MZ"
"2021-03-18","-10.7","-17.2","-19.5","MZ00","3.4","10.4","NNW","50","410","MZZYYZ","13.7","MZ"
"2021-03-19","-10.5","-17.1","-19.0","MZ00","3.8","11.6","SE","0","580","MZZYYZ","10.4","MZ"
"2021-03-20","-11.1","-16.1","-20.1","MZ00","7.0","20.8","N","10","960","MZZYYZ","18.9","MZ"
"2021-03-21","-10.1","-12.1","-14.1","MZ00","11.4","24.1","NNW","0","910","MZZYYZ","20.4","MZ"
"2021-03-22","-7.9","-10.3","-13.0","MZ00","9.3","18.6","NNW","0","930","MZZYYZ","21.3","MZ"
"2021-03-23","-4.9","-8.1","-10.0","MZ00","4.1","11.2","NNW","60","640","MZZYYZ","21.4","MZ"
"2021-03-24","-5.9","-7.3","-8.9","MZ00","6.4","13.3","NNW","0","890","MZZYYZ","22.1","MZ"
"2021-03-25","-3.9","-6.7","-9.9","MZ00","4.9","15.0","WNW","0","500","MZZYYZ","22.0","MZ"
"2021-03-26","-3.7","-6.8","-8.6","MZ00","2.2","10.0","NW","20","350","MZZYYZ","21.4","MZ"
"2021-03-27","-6.5","-8.2","-10.7","MZ00","5.4","18.9","WNW","0","770","MZZYYZ","22.3","MZ"
"2021-03-28","-3.0","-5.8","-7.4","MZ00","5.8","11.2","WNW","0","660","MZZYYZ","23.2","MZ"
"2021-03-29","-0.5","-2.1","-4.0","MZ00","6.4","11.4","SE","0","1050","MZZYYZ","23.1","MZ"
"2021-03-30","-0.7","-1.6","-2.7","MZ00","6.3","12.6","SE","0","870","MZZYYZ","23.1","MZ"
"2021-03-31","1.6","-1.3","-2.8","MZ00","2.8","7.4","SSE","50","600","MZZYYZ","23.2","MZ"
"2021-04-01","0.5","-2.4","-4.0","MZ00","3.2","7.5","NW","0","340","MZZYYZ","23.4","MZ"
"2021-04-02","-1.2","-3.6","-6.0","MZ00","5.9","15.8","NW","10","430","MZZYYZ","23.5","MZ"
"2021-04-03","-3.7","-5.5","-8.5","MZ00","5.2","15.1","N","20","400","MZZYYZ","23.0","MZ"
"2021-04-04","-5.1","-7.6","-9.0","MZ00","3.4","8.1","NNW","100","640","MZZYYZ","19.0","MZ"
"2021-04-05","-5.6","-7.8","-11.6","MZ00","14.8","42.2","NW","0","670","MZZYYZ","24.0","MZ"
"2021-04-06","-11.5","-17.4","-21.9","MZ00","12.7","42.0","NW","0","1070","MZZYYZ","26.0","MZ"
"2021-04-07","-16.8","-20.7","-23.7","MZ00","10.6","25.0","NNW","0","1020","MZZYYZ","19.2","MZ"
"2021-04-08","-8.0","-11.7","-17.1","MZ00","6.4","20.0","NW","0","570","MZZYYZ","25.7","MZ"
"2021-04-09","-3.6","-6.8","-8.9","MZ00","3.9","14.6","WNW","20","630","MZZYYZ","23.6","MZ"
"2021-04-10","-7.1","-8.6","-10.5","MZ00","4.0","10.5","SE","50","390","MZZYYZ","16.1","MZ"
"2021-04-11","-4.8","-7.5","-9.7","MZ00","","","","","","M00000","22.2","MZ"
"2021-04-12","-5.0","-11.7","-17.1","MZ00","","","","","","M00000","21.0","MZ"
"2021-04-13","-11.4","-13.4","-16.7","MZ00","5.0","12.6","NNW","140","890","MZYYYZ","27.8","MZ"
"2021-04-14","-10.8","-13.0","-16.4","MZ00","5.0","13.1","WNW","0","890","MZZYYZ","26.4","MZ"
"2021-04-15","-13.1","-15.1","-16.2","MZ00","4.5","11.6","WNW","0","390","MZZYYZ","25.0","MZ"
"2021-04-16","-12.2","-15.1","-16.6","MZ00","7.5","14.1","SE","0","1350","MZZYYZ","22.6","MZ"
"2021-04-17","-7.2","-12.9","-16.5","MZ00","2.2","8.0","SE","70","530","MZZYYZ","20.4","MZ"
"2021-04-18","-10.0","-12.7","-14.3","MZ00","2.5","7.5","NW","90","590","MZZYYZ","22.4","MZ"
"2021-04-19","-9.2","-12.2","-14.5","MZ00","3.4","11.6","NNW","80","410","MZZYYZ","21.5","MZ"
"2021-04-20","-6.4","-9.7","-12.5","MZ00","2.9","8.9","NNW","10","440","MZZYYZ","30.9","MY"
"2021-04-21","-6.4","-9.4","-11.1","MZ00","","","","","","M00000","16.4","MZ"
"2021-04-22","-3.2","-7.7","-10.8","MZ00","","","","","","M00000","21.7","MZ"
"2021-04-23","-1.5","-5.6","-9.1","MZ00","2.6","7.1","SSE","0","340","MZZYYZ","29.2","MZ"
"2021-04-24","-1.3","-4.4","-6.3","MZ00","3.6","11.8","WNW","0","450","MZZYYZ","28.7","MZ"
"2021-04-25","-0.1","-2.5","-3.7","MZ00","2.6","8.3","NW","30","480","MZZYYZ","26.5","MZ"
"2021-04-26","-1.7","-3.9","-6.5","MZ00","2.3","10.2","","260","","MZZ00Z","14.5","MZ"
"2021-04-27","-1.1","-5.1","-6.9","MZ00","","","","","","M00000","18.2","MZ"
"2021-04-28","-3.8","-5.4","-6.5","MZ00","","","","","","M00000","19.6","MZ"
"2021-04-29","-3.0","-5.3","-6.8","MZ00","","","","","","M00000","15.0","MZ"
"2021-04-30","-2.3","-5.4","-7.1","MZ00","1.7","4.8","","270","","MZZ00Z","18.2","MZ"
"2021-05-01","-5.0","-6.1","-9.5","MZ00","","","","","","M00000","13.7","MZ"
"2021-05-02","-8.4","-10.7","-14.2","MZ00","","","","","","M00000","15.1","MZ"
"2021-05-03","-6.3","-10.6","-15.4","MZ00","","","","","","M00000","30.7","MZ"
"2021-05-04","-5.8","-7.5","-9.8","MZ00","6.5","21.6","WNW","0","1110","MZZYYZ","27.9","MZ"
"2021-05-05","-6.6","-8.4","-10.7","MZ00","16.9","35.3","WNW","0","810","MZZYYZ","27.8","MZ"
"2021-05-06","-4.7","-6.4","-9.1","MZ00","13.6","33.2","WNW","0","1140","MZZYYZ","15.9","MZ"
"2021-05-07","-3.9","-7.8","-9.8","MZ00","14.5","28.8","NW","0","1080","MZZYYZ","21.8","MZ"
"2021-05-08","2.6","-2.4","-5.6","MZ00","8.7","27.7","WNW","10","870","MZZYYZ","27.4","MZ"
"2021-05-09","2.5","-1.0","-3.9","MZ00","","","","","","M00000","28.0","MZ"
"2021-05-10","-3.6","-4.4","-5.5","MZ00","","","","","","M00000","10.2","MZ"
"2021-05-11","-3.8","-5.8","-9.0","MZ00","","","","","","M00000","17.4","MZ"
"2021-05-12","-4.1","-7.8","-9.9","MZ00","","","","","","M00000","31.4","MZ"
"2021-05-13","-6.5","-9.4","-11.0","MZ00","","","","","","M00000","25.7","MZ"
"2021-05-14","-5.1","-9.1","-11.6","MZ00","","","","","","M00000","28.3","MZ"
"2021-05-15","-4.6","-6.9","-11.5","MZ00","3.0","15.3","WNW","50","610","MZZYYZ","18.2","MZ"
"2021-05-16","-3.6","-5.4","-9.3","MZ00","5.1","20.8","WNW","0","1140","MZYYYZ","17.2","MZ"
"2021-05-17","-8.6","-10.0","-11.9","MZ00","12.5","29.3","NW","0","1330","MZZYYZ","24.5","MZ"
"2021-05-18","-4.9","-8.2","-11.3","MZ00","6.8","19.9","NW","10","690","MZZYYZ","29.0","MZ"
"2021-05-19","-6.9","-10.0","-11.4","MZ00","6.6","18.8","NW","0","960","MZZYYZ","24.3","MZ"
"2021-05-20","-3.2","-7.9","-12.0","MZ00","5.3","13.1","NW","0","480","MZZYYZ","32.5","MZ"
"2021-05-21","-0.9","-3.6","-6.8","MZ00","4.7","24.0","WNW","20","610","MZZYYZ","22.4","MZ"
"2021-05-22","-4.5","-6.6","-10.0","MZ00","6.4","23.9","WNW","0","750","MZZYYZ","28.8","MZ"
"2021-05-23","-3.9","-6.8","-11.4","MZ00","8.0","22.4","WNW","0","450","MZZYYZ","32.4","MZ"
"2021-05-24","-2.4","-5.5","-9.7","MZ00","4.2","24.7","","460","","MZZ00Z","19.0","MZ"
"2021-05-25","-5.8","-9.8","-13.1","MZ00","11.8","27.2","NW","0","840","MZZYYZ","33.4","MZ"
"2021-05-26","-2.5","-4.4","-6.4","MZ00","6.8","18.1","WNW","0","1030","MZZYYZ","36.2","MZ"
"2021-05-27","-1.1","-4.2","-5.8","MZ00","8.0","22.2","WNW","0","710","MZZYYZ","28.8","MZ"
"2021-05-28","1.7","-0.4","-2.2","MZ00","4.6","12.7","WNW","0","740","MZZYYZ","34.4","MZ"
"2021-05-29","-0.4","-1.7","-3.1","MZ00","6.6","15.5","NW","0","950","MZZYYZ","27.2","MZ"
"2021-05-30","0.6","-2.1","-5.7","MZ00","3.9","10.0","WNW","20","470","MZZYYZ","34.4","MZ"
"2021-05-31","-0.7","-2.4","-4.0","MZ00","4.7","13.1","NW","60","590","MZZYYZ","30.7","MZ"
"2021-06-01","3.9","-0.8","-3.0","MZ00","2.2","8.1","","210","","MZY00Z","33.2","MZ"
"2021-06-02","-0.1","-1.2","-2.3","MZ00","","","","","","M00000","13.4","MZ"
"2021-06-03","2.9","0.4","-1.4","MZ00","2.5","7.1","SE","30","630","MZZYYZ","21.0","MZ"
"2021-06-04","3.1","0.8","-0.7","MZ00","5.0","15.4","SSE","0","650","MZZZZZ","27.8","MZ"
"2021-06-05","0.4","-1.0","-2.9","MZ00","6.0","14.1","WNW","0","550","MZZYYZ","19.7","MZ"
"2021-06-06","3.0","0.2","-2.4","MZ00","2.3","8.2","SE","50","340","MZZYYZ","29.9","MZ"
"2021-06-07","3.1","0.0","-1.3","MZ00","1.6","5.8","","290","","MZZ00Z","21.5","MY"
"2021-06-08","2.2","-0.3","-1.3","MZ00","","8.7","","","","M0Z000","24.1","MZ"
"2021-06-09","3.1","-0.1","-1.6","MZ00","3.5","11.6","SE","0","390","MZZYYZ","23.7","MZ"
"2021-06-10","4.3","1.4","-0.4","MZ00","2.9","10.2","SE","0","360","MZZZZZ","28.6","MY"
"2021-06-11","5.2","2.1","0.6","MZ00","3.0","9.7","N","0","480","MZZZZZ","30.0","MZ"
"2021-06-12","4.7","2.7","0.6","MZ00","5.9","13.0","NW","0","780","MZZZZZ","33.2","MZ"
"2021-06-13","9.0","6.0","3.7","MZ00","4.7","13.1","N","0","600","MZZZZZ","35.0","MZ"
"2021-06-14","9.5","6.1","3.4","MZ00","3.3","9.0","WNW","0","420","MZZZZZ","35.1","MZ"
"2021-06-15","8.5","6.0","4.0","MZ00","2.5","6.9","WNW","50","240","MZZZZZ","32.4","MZ"
"2021-06-16","9.9","5.9","3.2","MZ00","3.1","10.2","S","0","250","MZZZZZ","30.6","MZ"
"2021-06-17","5.8","4.0","2.8","MZ00","6.8","13.8","SE","0","1010","MZZZZZ","20.1","MZ"
"2021-06-18","7.1","4.4","3.1","MZ00","5.5","11.4","SSE","40","730","MZZZZZ","16.3","MZ"
"2021-06-19","10.4","7.0","5.1","MZ00","3.1","14.4","SSW","20","290","MZZZZZ","26.8","MZ"
"2021-06-20","5.7","4.0","1.2","MZZ0","7.4","25.4","SSE","20","500","MZZZZZ","12.9","MZ"
"2021-06-21","4.8","1.9","0.4","MZ00","5.9","14.9","S","0","450","MZZZZZ","17.5","MZ"
"2021-06-22","4.0","0.9","-0.9","MZ00","5.1","14.6","S","0","420","MZZZZZ","18.4","MZ"
"2021-06-23","1.3","-0.2","-1.2","MZ00","5.7","13.7","SE","10","690","MZZYYZ","15.3","MZ"
"2021-06-24","0.4","-1.3","-3.0","MZ00","5.8","16.1","","150","","MZZ00Z","13.6","MZ"
"2021-06-25","4.7","1.2","-3.7","MZ00","3.4","11.0","WNW","20","410","MZZZZZ","34.9","MZ"
"2021-06-26","6.6","2.3","-0.1","MZ00","4.4","10.4","SSE","0","480","MZZZZZ","26.8","MZ"
"2021-06-27","4.4","2.9","0.4","MZ00","5.7","15.9","SSE","0","680","MZZZZZ","15.8","MZ"
"2021-06-28","3.2","2.3","0.3","MZ00","10.0","18.2","SE","0","960","MZZZZZ","8.6","MZ"
"2021-06-29","3.8","1.2","-3.7","MZZ0","5.7","19.3","WNW","10","330","MZZZZZ","21.5","MZ"
"2021-06-30","-0.6","-3.0","-4.8","MZ00","7.9","18.6","NW","0","950","MZZYYZ","24.0","MZ"
"2021-07-01","2.1","-1.4","-3.4","MZ00","9.3","18.6","NW","0","1310","MZZYYZ","19.6","MZ"
"2021-07-02","5.4","1.9","-2.0","MZ00","5.6","15.0","WNW","0","700","MZZZZZ","34.7","MZ"
"2021-07-03","6.3","2.5","1.1","MZ00","4.5","18.9","WNW","50","520","MZZZZZ","10.4","MZ"
"2021-07-04","2.4","0.2","-2.4","MZ00","8.2","25.8","NW","0","590","MZZZZZ","11.4","MZ"
"2021-07-05","7.0","3.3","-0.4","MZ00","6.9","24.5","WNW","0","660","MZZZZZ","25.7","MZ"
"2021-07-06","6.3","3.9","1.7","MZ00","8.3","20.4","SSW","0","650","MZZZZZ","16.7","MZ"
"2021-07-07","5.1","2.9","2.0","MZ00","6.7","18.9","S","0","410","MZZZZZ","15.3","MZ"
"2021-07-08","4.6","0.3","-2.8","MZ*0","7.7","21.3","NW","0","350","MZZZZZ","13.4","MZ"
"2021-07-09","5.3","0.8","-4.9","MZ00","3.3","13.0","WNW","30","370","MZZYYZ","35.4","MZ"
"2021-07-10","7.4","3.9","-0.8","MZ00","4.2","19.5","WNW","20","460","MZZZZZ","32.9","MZ"
"2021-07-11","8.1","3.4","-1.7","MZ00","6.5","20.4","WNW","0","920","MZZZZZ","34.3","MZ"
"2021-07-12","8.6","5.1","2.9","MZ00","8.7","21.5","SSE","0","680","MZZZZZ","17.2","MZ"
"2021-07-13","3.2","-1.1","-4.1","MZZ0","4.4","21.6","","390","","MYY00Y","11.9","MZ"
"2021-07-14","-1.1","-2.5","-4.2","MZ00","","","","","","M00000","13.2","MZ"
"2021-07-15","0.7","-0.6","-1.8","MZ00","6.0","13.2","NW","0","830","MZZYYZ","6.9","MZ"
