"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Velocità media (m/s)","Velocità raffica (m/s)","Settore prevalente","Durata calma (min)","Tempo permanenza (min)","Vento classe","Radiazione globale (MJ/m²)","Radiazione classe"
"2002-10-02","","","","M000","3.2","","SSE","0","770","MY0YYY","14.3","MY"
"2002-10-03","3.2","0.0","-1.9","MZZZ","1.3","","","290","","MZ000Z","19.0","MZ"
"2002-10-04","0.3","-1.5","-2.9","MZZZ","2.0","","","300","","MZ000Z","9.4","MZ"
"2002-10-05","1.2","-1.7","-3.1","MZZZ","3.8","","NW","0","510","MZ0YYZ","17.6","MZ"
"2002-10-06","-3.3","-5.1","-8.1","MZZZ","9.5","","NW","0","670","MZ0YYZ","11.3","MZ"
"2002-10-07","0.7","-2.8","-6.4","MZZZ","3.3","","WNW","60","430","MZ0YYZ","17.5","MZ"
"2002-10-08","-0.1","-2.7","-5.2","MZZZ","3.2","","W","40","570","MZ0YYZ","15.9","MZ"
"2002-10-09","-4.6","-5.1","-5.5","MZZZ","1.1","","","1090","","MY000Y","4.5","MZ"
"2002-10-10","-2.2","-3.3","-4.7","MZZZ","0.1","","","1370","","MY000Y","5.2","MZ"
"2002-10-11","-0.7","-3.0","-4.0","MZZZ","0.0","","","1440","","MY000Y","8.7","MZ"
"2002-10-12","-3.0","-4.5","-6.5","MZZZ","0.1","","","1230","","MY000Y","11.1","MZ"
"2002-10-13","0.8","-1.8","-6.4","MZZZ","4.3","","","490","","MY000Y","17.8","MY"
"2002-10-14","-0.3","-1.6","-2.6","MZZZ","10.8","","WNW","0","1210","MZ0YYZ","6.6","MZ"
"2002-10-15","3.8","1.3","-1.4","MZZZ","4.6","","WNW","70","680","MZ0YYZ","10.2","MZ"
"2002-10-16","2.4","0.3","-1.8","MZZZ","4.4","","SW","10","500","MZ0YYZ","11.0","MZ"
"2002-10-17","-1.8","-5.2","-11.6","MZZZ","7.0","","NW","0","480","MZ0YYZ","6.0","MZ"
"2002-10-18","-9.9","-11.5","-13.3","MZZZ","13.0","","WNW","0","940","MZ0YYZ","8.8","MZ"
"2002-10-19","-4.0","-9.3","-12.0","MZZZ","11.8","","NW","0","830","MZ0YYZ","12.9","MZ"
"2002-10-20","3.0","0.0","-4.9","MZZZ","9.7","","NW","20","680","MZ0YYZ","10.2","MZ"
"2002-10-21","1.7","-1.1","-4.2","MZZZ","6.3","","SW","30","400","MZ0YYZ","6.3","MZ"
"2002-10-22","-4.1","-5.0","-6.4","MZZZ","1.6","","","730","","MY000Y","8.3","MZ"
"2002-10-23","-5.2","-7.4","-12.0","MZZZ","9.4","","WNW","0","750","MZ0YYZ","7.3","MZ"
"2002-10-24","-4.5","-7.3","-12.7","MZZZ","7.6","","NW","40","670","MZ0YYZ","12.2","MZ"
"2002-10-25","-1.9","-4.2","-6.5","MZZZ","11.3","","WNW","0","910","MZ0YYZ","9.8","MZ"
"2002-10-26","0.3","-4.2","-6.1","MZZZ","18.3","","NW","0","1120","MZ0YYZ","13.6","MZ"
"2002-10-27","1.0","-2.0","-6.3","MZZZ","20.3","","WNW","0","860","MZ0YYZ","8.9","MZ"
"2002-10-28","-1.0","-3.8","-6.6","MZZZ","16.4","","NW","0","1010","MZ0YYZ","13.1","MZ"
"2002-10-29","0.6","-0.7","-2.6","MZZZ","7.0","","WNW","10","580","MZ0YYZ","12.0","MZ"
"2002-10-30","3.9","0.3","-2.0","MZZZ","4.8","","","200","","MZ000Z","9.5","MZ"
"2002-10-31","0.7","-2.7","-3.9","MZZZ","3.4","","","170","","MZ000Z","11.7","MZ"
"2002-11-01","2.2","-1.7","-4.5","MZZZ","3.2","","","280","","MZ000Z","11.9","MZ"
"2002-11-02","-1.8","-2.4","-3.9","MZZZ","17.6","","NW","0","1010","MZ0YYZ","5.4","MZ"
"2002-11-03","-0.9","-4.2","-10.6","MZZZ","16.2","","NW","0","1060","MZ0YYZ","7.5","MZ"
"2002-11-04","-10.4","-11.3","-12.3","MZZZ","13.2","","NW","0","740","MZ0YYZ","10.3","MZ"
"2002-11-05","-11.6","-12.3","-13.1","MZZZ","7.4","","NNW","10","760","MZ0YYZ","11.4","MZ"
"2002-11-06","-4.8","-6.8","-11.7","MZZZ","7.4","","NNW","0","790","MZ0YYZ","11.8","MZ"
"2002-11-07","-6.3","-12.2","-16.3","MZZZ","9.0","","NNW","0","760","MZ0YYZ","4.5","MZ"
"2002-11-08","-7.8","-14.1","-17.4","MZZZ","8.0","","NNW","0","880","MZ0YYZ","10.3","MZ"
"2002-11-09","-6.1","-6.8","-8.2","MZZZ","15.3","","NNW","0","670","MZ0YYZ","5.6","MZ"
"2002-11-10","-3.6","-5.6","-7.1","MZZZ","18.1","","NW","0","970","MZ0YYZ","7.0","MZ"
"2002-11-11","-3.4","-5.5","-9.6","MZZZ","7.5","","","640","","MY000Y","6.1","MZ"
"2002-11-12","-3.0","-6.9","-9.8","MZZZ","3.2","","","170","","MZ000Z","11.5","MZ"
"2002-11-13","-4.4","-7.1","-9.4","MZZZ","5.4","","SW","40","480","MZ0YYZ","9.7","MZ"
"2002-11-14","-5.9","-7.6","-9.5","MZZZ","0.4","","","1310","","MY000Y","3.2","MZ"
"2002-11-15","-5.1","-6.0","-7.0","MZZZ","0.9","","","1250","","MY000Y","3.0","MZ"
"2002-11-16","","","","M000","","","","","","M00000","","M0"
"2002-11-17","","","","M000","","","","","","M00000","","M0"
"2002-11-18","","","","M000","","","","","","M00000","","M0"
"2002-11-19","-5.5","-7.6","-10.5","MZZZ","0.0","","","1440","","MY000Y","11.5","MY"
"2002-11-20","-1.3","-5.5","-8.6","MZZZ","3.7","","","740","","MY000Y","9.5","MZ"
"2002-11-21","-7.7","-8.7","-9.4","MZZZ","0.5","","","1320","","MY000Y","2.7","MZ"
"2002-11-22","-9.3","-11.9","-12.8","MZZZ","2.0","","","610","","MY000Y","4.0","MZ"
"2002-11-23","-7.1","-9.2","-12.7","MZZZ","4.5","","SSW","90","300","MZ0YYZ","4.9","MZ"
"2002-11-24","-6.8","-7.8","-8.4","MZZZ","1.8","","","660","","MY000Y","4.1","MZ"
"2002-11-25","-5.2","-6.4","-7.4","MZZZ","0.1","","","1300","","MY000Y","3.4","MZ"
"2002-11-26","-4.1","-5.0","-5.6","MZZZ","0.0","","","1440","","MY000Y","3.3","MZ"
"2002-11-27","-1.6","-4.8","-8.5","MZZZ","0.0","","","1430","","MY000Y","7.2","MY"
"2002-11-28","-5.9","-6.8","-7.6","MZZZ","2.6","","","550","","MY000Y","4.3","MZ"
"2002-11-29","-7.4","-10.9","-12.3","MZZZ","0.7","","","890","","MY000Y","7.5","MZ"
"2002-11-30","-11.7","-12.8","-13.7","MZZZ","2.5","","","500","","MY000Y","6.7","MZ"
"2002-12-01","-6.7","-9.5","-12.8","MZZZ","4.2","","W","80","430","MZ0YYZ","6.4","MZ"
"2002-12-02","-7.2","-13.7","-16.5","MZZZ","5.8","","NNW","0","500","MZ0YYZ","6.9","MZ"
"2002-12-03","-13.3","-14.4","-15.4","MZZZ","4.4","","N","60","620","MZ0YYZ","3.3","MZ"
"2002-12-04","-10.3","-12.0","-14.3","MZZZ","3.7","","N","30","560","MZ0YYZ","7.5","MZ"
"2002-12-05","-7.9","-9.3","-11.1","MZZZ","2.1","","","730","","MY000Y","3.8","MZ"
"2002-12-06","-8.3","-9.0","-9.9","MZZZ","0.0","","","1440","","MY000Y","3.9","MZ"
"2002-12-07","-9.8","-10.6","-11.1","MZZZ","0.4","","","1360","","MY000Y","2.3","MZ"
"2002-12-08","-9.1","-11.5","-13.5","MZZZ","0.0","","","1440","","MY000Y","1.8","MZ"
"2002-12-09","-9.3","-12.9","-14.5","MZZZ","0.0","","","1440","","MY000Y","4.1","MZ"
"2002-12-10","-10.4","-12.1","-13.6","MZZZ","0.0","","","1440","","MY000Y","3.0","MZ"
"2002-12-11","-8.7","-10.3","-11.0","MZZZ","0.0","","","1440","","MY000Y","2.8","MZ"
"2002-12-12","-10.0","-10.6","-11.2","MZZZ","0.0","","","1440","","MY000Y","2.3","MZ"
"2002-12-13","-8.7","-10.8","-13.0","MZZZ","0.1","","","1060","","MY000Y","5.6","MZ"
"2002-12-14","-4.2","-6.7","-8.9","MZZZ","1.7","","","480","","MY000Y","6.4","MY"
"2002-12-15","-7.1","-9.8","-12.2","MZZZ","2.7","","NW","20","470","MZ0YYZ","4.0","MZ"
"2002-12-16","-7.8","-9.4","-12.2","MZZZ","10.0","","WNW","0","660","MZ0YYZ","4.4","MZ"
"2002-12-17","-7.0","-7.7","-8.3","MZZZ","6.0","","NW","100","430","MZ0YYZ","4.6","MZ"
"2002-12-18","-5.0","-9.3","-11.8","MZZZ","1.5","","","680","","MY000Y","7.0","MZ"
"2002-12-19","0.9","-2.6","-5.7","MZZZ","2.9","","","40","","MZ000Z","7.4","MZ"
"2002-12-20","-3.8","-5.2","-6.3","MZZZ","7.1","","NNW","10","720","MZ0YYZ","6.0","MZ"
"2002-12-21","-5.8","-6.9","-7.6","MZZZ","5.1","","NNW","0","760","MZ0YYZ","5.7","MZ"
"2002-12-22","-2.8","-4.7","-6.9","MZZZ","11.3","","NW","0","840","MZ0YYZ","4.1","MZ"
"2002-12-23","1.6","-1.9","-5.5","MZZZ","5.3","","WNW","70","390","MZ0YYZ","4.2","MZ"
"2002-12-24","-2.5","-5.0","-8.1","MZZZ","2.0","","","290","","MZ000Z","3.8","MZ"
"2002-12-25","-7.2","-8.3","-9.5","MZZZ","2.8","","","200","","MZ000Z","5.3","MZ"
"2002-12-26","-5.0","-6.2","-8.0","MZZZ","5.8","","WNW","10","510","MY0YYY","4.9","MY"
"2002-12-27","-4.7","-7.9","-11.2","MZZZ","4.7","","","660","","MY000Y","4.6","MZ"
"2002-12-28","-8.2","-9.5","-11.4","MZZZ","0.0","","","1440","","MY000Y","3.9","MZ"
"2002-12-29","-5.0","-9.3","-14.0","MZZZ","3.6","","","1020","","MY000Y","5.2","MZ"
"2002-12-30","-3.5","-5.5","-7.7","MZZZ","11.8","","NW","10","510","MZ0YYZ","5.5","MZ"
"2002-12-31","-7.5","-10.6","-12.2","MZZZ","7.0","","NNW","0","1180","MY0YYY","5.3","MY"
"2003-01-01","-5.5","-9.2","-13.0","MYYY","7.0","","NW","0","600","MY0YYY","6.9","MY"
"2003-01-02","-4.4","-6.6","-11.8","MZZZ","","","","","","M00000","2.2","MZ"
"2003-01-03","-10.2","-11.7","-12.8","MZZZ","5.6","","NW","100","620","MZ0YYZ","4.5","MZ"
"2003-01-04","-10.8","-13.0","-20.3","MZZZ","5.5","","WNW","0","480","MZ0YYZ","3.7","MZ"
"2003-01-05","-14.2","-19.0","-22.6","MZZZ","","","","","","M00000","7.7","MZ"
"2003-01-06","-13.5","-14.7","-17.8","MZZZ","","","","","","M00000","4.4","MZ"
"2003-01-07","-15.1","-17.0","-18.5","MZZZ","","","","","","M00000","8.2","MZ"
"2003-01-08","-12.1","-14.5","-17.1","MZZZ","","","","","","M00000","6.6","MZ"
"2003-01-09","-12.4","-13.1","-14.1","MZZZ","","","","","","M00000","9.8","MY"
"2003-01-10","-8.7","-13.4","-17.4","MZZZ","","","","","","M00000","8.0","MZ"
"2003-01-11","-10.4","-15.0","-18.3","MZZZ","","","","","","M00000","7.4","MZ"
"2003-01-12","-9.5","-13.2","-15.2","MZZZ","","","","","","M00000","8.5","MZ"
"2003-01-13","-9.0","-10.8","-13.9","MZZZ","","","","","","M00000","8.3","MZ"
"2003-01-14","-3.1","-5.4","-10.2","MZZZ","","","","","","M00000","8.3","MZ"
"2003-01-15","-0.5","-4.0","-7.5","MZZZ","","","","","","M00000","8.4","MZ"
"2003-01-16","-8.1","-11.2","-13.4","MZZZ","","","","","","M00000","9.4","MZ"
"2003-01-17","-10.7","-12.3","-13.7","MYYY","","","","","","M00000","7.8","MY"
"2003-01-18","-6.0","-10.5","-14.8","MZZZ","","","","","","M00000","8.8","MZ"
"2003-01-19","-3.8","-6.9","-10.5","MZZZ","","","","","","M00000","8.6","MZ"
"2003-01-20","-2.5","-7.1","-10.5","MZZZ","","","","","","M00000","8.5","MY"
"2003-01-21","-8.1","-11.9","-13.4","MZZZ","","","","","","M00000","4.1","MZ"
"2003-01-22","-12.7","-13.7","-15.5","MZZZ","","","","","","M00000","5.9","MZ"
"2003-01-23","-14.5","-15.7","-16.7","MZZZ","","","","","","M00000","7.2","MZ"
"2003-01-24","-13.4","-14.7","-15.8","MZZZ","","","","","","M00000","6.7","MZ"
"2003-01-25","-8.8","-10.7","-14.4","MZZZ","","","","","","M00000","8.8","MZ"
"2003-01-26","-7.2","-10.4","-12.3","MZZZ","","","","","","M00000","7.2","MZ"
"2003-01-27","-3.9","-4.9","-7.3","MZZZ","","","","","","M00000","8.0","MY"
"2003-01-28","-4.9","-11.0","-18.2","MZZZ","15.8","","NW","0","900","MZ0YYZ","7.8","MZ"
"2003-01-29","-17.5","-18.9","-20.2","MZZZ","11.3","","NW","0","710","MZ0YYZ","6.3","MZ"
"2003-01-30","-18.9","-20.6","-22.5","MZZZ","7.6","","NW","0","660","MZ0YYZ","9.5","MY"
"2003-01-31","-20.9","-23.1","-25.1","MZZZ","5.7","","NNW","50","960","MZ0YYZ","8.6","MY"
"2003-02-01","-14.1","-18.9","-24.7","MZZZ","8.2","","N","0","670","MZ0YYZ","11.0","MZ"
"2003-02-02","-14.8","-16.9","-19.0","MZZZ","9.3","","NW","0","940","MZ0YYZ","11.7","MZ"
"2003-02-03","-10.0","-13.0","-15.8","MZZZ","14.4","","WNW","0","890","MZ0YYZ","4.6","MZ"
"2003-02-04","-12.6","-18.7","-22.6","MZZZ","","","","","","M00000","7.3","MZ"
"2003-02-05","-21.7","-22.7","-23.4","MZZZ","","","","","","M00000","8.0","MZ"
"2003-02-06","-18.3","-21.8","-23.8","MZZZ","","","","","","M00000","8.4","MZ"
"2003-02-07","-11.4","-13.8","-17.7","MZZZ","","","","","","M00000","11.3","MZ"
"2003-02-08","-8.9","-10.2","-11.4","MZZZ","","","","","","M00000","10.0","MZ"
"2003-02-09","-9.7","-11.4","-13.9","MZZZ","","","","","","M00000","11.5","MZ"
"2003-02-10","-3.9","-11.2","-14.8","MZZZ","","","","","","M00000","12.7","MZ"
"2003-02-11","-6.6","-9.5","-13.5","MZZZ","","","","","","M00000","13.1","MZ"
"2003-02-12","-9.2","-13.9","-17.8","MZZZ","","","","","","M00000","13.3","MZ"
"2003-02-13","-13.4","-17.9","-19.7","MZZZ","","","","","","M00000","13.4","MZ"
"2003-02-14","-15.0","-18.3","-19.6","MZZZ","","","","","","M00000","7.1","MZ"
"2003-02-15","-8.8","-15.5","-19.5","MZZZ","","","","","","M00000","16.1","MY"
"2003-02-16","-17.3","-20.9","-24.3","MZZZ","","","","","","M00000","8.9","MZ"
"2003-02-17","-20.5","-23.0","-25.9","MZZZ","","","","","","M00000","9.0","MZ"
"2003-02-18","-11.6","-15.6","-20.8","MZZZ","","","","","","M00000","14.4","MZ"
"2003-02-19","-11.3","-13.0","-15.1","MZZZ","","","","","","M00000","14.3","MZ"
"2003-02-20","-10.3","-13.2","-14.8","MZZZ","","","","","","M00000","12.5","MZ"
"2003-02-21","-8.3","-11.2","-13.8","MZZZ","","","","","","M00000","14.9","MZ"
"2003-02-22","-9.6","-11.2","-13.3","MZZZ","","","","","","M00000","15.5","MZ"
"2003-02-23","-6.6","-10.4","-13.3","MZZZ","","","","","","M00000","15.8","MZ"
"2003-02-24","-10.4","-12.4","-14.8","MZZZ","","","","","","M00000","15.9","MZ"
"2003-02-25","-11.5","-12.5","-14.4","MZZZ","","","","","","M00000","14.0","MZ"
"2003-02-26","-10.8","-13.0","-14.8","MZZZ","","","","","","M00000","14.2","MZ"
"2003-02-27","-6.5","-11.1","-15.8","MZZZ","","","","","","M00000","13.0","MZ"
"2003-02-28","-5.2","-9.8","-11.1","MZZZ","","","","","","M00000","16.4","MZ"
"2003-03-01","-5.0","-8.3","-11.3","MZZZ","","","","","","M00000","14.1","MZ"
"2003-03-02","-9.6","-11.6","-15.3","MZZZ","","","","","","M00000","9.6","MZ"
"2003-03-03","-11.0","-13.4","-17.4","MZZZ","","","","","","M00000","17.0","MZ"
"2003-03-04","-4.2","-8.6","-11.8","MZZZ","","","","","","M00000","17.3","MZ"
"2003-03-05","-0.7","-2.7","-4.5","MZZZ","","","","","","M00000","16.5","MZ"
"2003-03-06","-2.6","-7.2","-11.8","MZZZ","","","","","","M00000","11.7","MZ"
"2003-03-07","-5.1","-8.7","-14.0","MZZZ","","","","","","M00000","18.1","MZ"
"2003-03-08","-5.2","-7.7","-9.8","MZZZ","","","","","","M00000","18.2","MZ"
"2003-03-09","-5.0","-7.2","-9.0","MZZZ","","","","","","M00000","17.4","MZ"
"2003-03-10","1.4","-2.7","-5.3","MZZZ","","","","","","M00000","18.5","MZ"
"2003-03-11","-1.1","-2.8","-4.2","MZZZ","7.4","","WNW","0","940","MZ0YYZ","17.2","MZ"
"2003-03-12","-3.3","-5.7","-7.5","MZZZ","15.4","","NW","0","780","MZ0YYZ","18.0","MZ"
"2003-03-13","-1.8","-7.4","-10.7","MZZZ","","","","","","M00000","20.6","MY"
"2003-03-14","-4.1","-8.6","-12.5","MZZZ","","","","","","M00000","20.3","MZ"
"2003-03-15","-12.9","-14.7","-17.5","MZZZ","","","","","","M00000","14.1","MZ"
"2003-03-16","-6.7","-10.5","-13.0","MZZZ","","","","","","M00000","20.3","MZ"
"2003-03-17","-5.6","-8.7","-10.8","MZZZ","","","","","","M00000","19.9","MZ"
"2003-03-18","-5.0","-10.5","-13.8","MZZZ","","","","","","M00000","20.8","MZ"
"2003-03-19","0.7","-5.5","-8.8","MZZZ","","","","","","M00000","21.1","MZ"
"2003-03-20","-5.1","-6.4","-7.5","MZZZ","","","","","","M00000","21.8","MY"
"2003-03-21","-1.1","-7.4","-11.0","MZZZ","","","","","","M00000","19.4","MZ"
"2003-03-22","-3.7","-9.7","-12.1","MZZZ","","","","","","M00000","12.8","MZ"
"2003-03-23","0.9","-5.4","-11.8","MZZZ","","","","","","M00000","22.2","MZ"
"2003-03-24","2.7","-2.3","-7.0","MZZZ","2.0","","","560","","MZ000Z","22.1","MZ"
"2003-03-25","1.3","-3.8","-7.8","MZZZ","","","","","","M00000","22.4","MZ"
"2003-03-26","-2.0","-6.1","-8.3","MZZZ","1.7","","","620","","MZ000Z","23.3","MY"
"2003-03-27","-0.2","-4.8","-8.9","MZZZ","1.2","","","600","","MZ000Z","20.3","MZ"
"2003-03-28","-0.2","-4.5","-7.0","MZZZ","3.5","","SE","130","840","MZ0YYZ","16.9","MZ"
"2003-03-29","-3.4","-6.2","-7.9","MZZZ","","","","","","M00000","17.8","MZ"
"2003-03-30","-4.8","-7.3","-9.5","MZZZ","4.0","","","190","","MZ000Z","19.2","MZ"
"2003-03-31","-0.4","-6.1","-9.4","MZZZ","2.3","","","280","","MZ000Z","22.3","MZ"
"2003-04-01","-4.6","-6.8","-8.3","MZZZ","5.5","","","340","","MZ000Z","13.6","MZ"
"2003-04-02","-7.9","-12.9","-17.5","MZZZ","11.2","","NNW","0","500","MZ0YYZ","15.5","MZ"
"2003-04-03","-7.6","-12.8","-17.2","MZZZ","","","","","","M00000","17.5","MZ"
"2003-04-04","-5.7","-11.0","-15.1","MZZZ","","","","","","M00000","11.8","MZ"
"2003-04-05","-2.5","-5.1","-9.5","MZZZ","7.3","","N","110","740","MZ0YYZ","25.0","MZ"
"2003-04-06","-5.3","-8.1","-11.1","MZZZ","","","","","","M00000","25.7","MY"
"2003-04-07","-10.3","-14.2","-19.9","MZZZ","","","","","","M00000","26.2","MY"
"2003-04-08","-12.0","-16.8","-20.7","MZZZ","","","","","","M00000","22.7","MZ"
"2003-04-09","-9.8","-12.7","-17.6","MZZZ","","","","","","M00000","16.1","MZ"
"2003-04-10","-9.3","-12.5","-15.8","MZZZ","","","","","","M00000","20.6","MZ"
"2003-04-11","-6.4","-10.3","-15.5","MZZZ","","","","","","M00000","25.4","MZ"
"2003-04-12","-8.9","-10.6","-12.2","MZZZ","","","","","","M00000","15.6","MZ"
"2003-04-13","-2.1","-8.2","-11.1","MZZZ","","","","","","M00000","23.7","MZ"
"2003-04-14","9.2","0.0","-8.2","MZZZ","","","","","","M00000","24.1","MY"
"2003-04-15","-0.1","-5.2","-9.4","MZZZ","","","","","","M00000","21.5","MZ"
"2003-04-16","-2.9","-6.7","-8.5","MZZZ","","","","","","M00000","15.8","MZ"
"2003-04-17","1.7","-4.3","-9.0","MZZZ","","","","","","M00000","26.9","MZ"
"2003-04-18","0.0","-3.7","-5.9","MZZZ","3.6","","","310","","MZ000Z","29.0","MY"
"2003-04-19","-4.2","-6.9","-10.0","MZZZ","4.3","","","240","","MZ000Z","18.6","MZ"
"2003-04-20","-9.3","-9.9","-10.8","MZZZ","","","","","","M00000","9.5","MZ"
"2003-04-21","-1.2","-7.4","-10.4","MZZZ","","","","","","M00000","15.4","MZ"
"2003-04-22","0.7","-5.6","-8.9","MZZZ","","","","","","M00000","21.1","MZ"
"2003-04-23","-3.5","-6.2","-7.9","MZZZ","4.3","","NW","60","610","MZ0YYZ","26.9","MZ"
"2003-04-24","-2.1","-4.2","-7.0","MZZZ","7.4","","NNW","0","590","MZ0YYZ","28.2","MZ"
"2003-04-25","1.3","-2.4","-5.4","MZZZ","","","","","","M00000","20.6","MZ"
"2003-04-26","-1.8","-4.0","-7.3","MZZZ","","","","","","M00000","11.2","MZ"
"2003-04-27","-2.1","-6.1","-9.6","MZZZ","8.9","","WNW","10","700","MZ0YYZ","26.1","MZ"
"2003-04-28","1.3","-1.0","-3.4","MZZZ","3.7","","SSW","70","290","MZ0YYZ","26.0","MZ"
"2003-04-29","3.1","1.0","-1.8","MZZZ","2.9","","WSW","70","240","MZ0YYZ","27.2","MZ"
"2003-04-30","-0.1","-2.9","-6.4","MZZZ","","","","","","M00000","9.7","MZ"
"2003-05-01","-0.6","-4.4","-8.6","MZZZ","","","","","","M00000","23.1","MZ"
"2003-05-02","-0.7","-2.7","-4.6","MZZZ","1.6","","WSW","100","400","MZ0YYZ","15.2","MZ"
"2003-05-03","2.9","-2.5","-7.8","MZZZ","5.3","","NNW","30","330","MZ0YYZ","32.1","MY"
"2003-05-04","5.0","2.1","-3.3","MZZZ","4.4","","SW","0","690","MZ0ZZZ","30.7","MZ"
"2003-05-05","4.4","1.3","-1.1","MZZZ","","","","","","M00000","19.7","MZ"
"2003-05-06","0.2","-1.6","-3.8","MZZZ","","","","","","M00000","11.1","MZ"
"2003-05-07","0.7","-0.8","-2.1","MZZZ","","","","","","M00000","21.4","MZ"
"2003-05-08","0.2","-1.0","-1.9","MZZZ","7.3","","SE","0","910","MZ0YYZ","12.0","MZ"
"2003-05-09","1.3","-1.8","-3.6","MZZZ","2.7","","SW","30","340","MZ0YYZ","16.1","MZ"
"2003-05-10","1.6","-1.7","-3.6","MZZZ","3.8","","SSE","100","430","MZ0YYZ","16.3","MZ"
"2003-05-11","2.3","-1.0","-4.1","MZZZ","","","","","","M00000","21.3","MZ"
"2003-05-12","2.3","-1.1","-3.9","MZZZ","","","","","","M00000","28.7","MZ"
"2003-05-13","-2.5","-4.9","-10.2","MZZZ","8.8","","WNW","0","900","MZ0YYZ","22.0","MZ"
"2003-05-14","-8.2","-10.0","-12.5","MZZZ","11.1","","NW","0","810","MZ0YYZ","31.6","MZ"
"2003-05-15","-3.8","-6.3","-9.4","MZZZ","4.7","","WNW","10","660","MZ0YYZ","32.0","MZ"
"2003-05-16","-0.2","-4.7","-7.9","MZZZ","2.1","","SW","60","280","MZ0YYZ","17.9","MZ"
"2003-05-17","-2.0","-4.5","-6.2","MZZZ","3.1","","WNW","40","290","MZ0YYZ","13.4","MZ"
"2003-05-18","-0.1","-2.5","-6.2","MZZZ","8.3","","WNW","0","600","MZ0YYZ","22.0","MZ"
"2003-05-19","3.1","-0.6","-5.9","MZZZ","3.8","","","220","","MZ000Z","25.2","MZ"
"2003-05-20","-6.2","-8.2","-10.4","MZZZ","11.5","","","150","","MZ000Z","26.1","MZ"
"2003-05-21","-6.5","-8.6","-10.7","MZZZ","9.8","","NNW","0","790","MZ0YYZ","20.6","MZ"
"2003-05-22","-0.7","-3.2","-7.0","MZZZ","","","","","","M00000","29.8","MZ"
"2003-05-23","6.4","0.9","-2.4","MZZZ","","","","","","M00000","30.2","MZ"
"2003-05-24","0.1","-1.1","-2.2","MZZZ","","","","","","M00000","12.9","MZ"
"2003-05-25","-1.7","-2.4","-3.3","MZZZ","","","","","","M00000","7.5","MZ"
"2003-05-26","-1.7","-2.6","-3.9","MZZZ","","","","","","M00000","9.4","MZ"
"2003-05-27","1.3","-0.2","-2.5","MZZZ","","","","","","M00000","14.8","MZ"
"2003-05-28","9.6","2.3","-1.5","MZZZ","2.8","","SE","140","510","MZ0YYZ","26.9","MZ"
"2003-05-29","6.2","0.1","-1.7","MZZZ","3.8","","SSE","20","370","MZ0YYZ","21.6","MZ"
"2003-05-30","6.3","1.5","-2.0","MZZZ","2.1","","NW","140","540","MZ0YYZ","25.1","MZ"
"2003-05-31","8.7","3.7","0.3","MZZZ","2.5","","NW","120","560","MZ0YYZ","28.4","MZ"
"2003-06-01","7.9","3.2","-0.6","MZZZ","3.0","","NW","90","280","MZ0YYZ","24.7","MZ"
"2003-06-02","6.8","2.8","0.0","MZZZ","2.3","","W","130","230","MZ0YYZ","25.8","MZ"
"2003-06-03","6.8","2.9","0.0","MZZZ","3.1","","SW","20","250","MZ0YYZ","25.0","MZ"
"2003-06-04","5.9","3.3","0.8","MZZZ","4.7","","SE","0","600","MZ0ZZZ","23.9","MZ"
"2003-06-05","5.5","3.1","1.5","MZZZ","6.6","","SE","0","1090","MZ0ZZZ","23.7","MZ"
"2003-06-06","7.2","2.5","-0.2","MZZZ","4.4","","SE","10","820","MZ0YYZ","22.2","MZ"
"2003-06-07","7.8","4.1","0.9","MZZZ","3.7","","SE","60","670","MZ0YYZ","27.3","MZ"
"2003-06-08","7.0","2.8","0.9","MZZZ","4.6","","SE","40","380","MZ0YYZ","18.4","MZ"
"2003-06-09","8.5","5.4","1.5","MZZZ","2.8","","SSE","140","300","MZ0YYZ","31.0","MZ"
"2003-06-10","10.7","5.7","3.2","MZZZ","4.3","","SSE","30","410","MZ0YYZ","24.7","MZ"
"2003-06-11","11.2","7.5","4.2","MZZZ","3.0","","WNW","90","220","MZ0YYZ","32.8","MZ"
"2003-06-12","9.0","6.4","3.0","MZZZ","5.7","","SE","0","710","MZ0ZZZ","28.1","MZ"
"2003-06-13","11.6","6.4","3.1","MZZZ","2.6","","N","60","320","MZ0YYZ","26.4","MZ"
"2003-06-14","9.0","6.2","4.1","MZZZ","7.6","","SE","0","560","MZ0ZZZ","21.8","MZ"
"2003-06-15","7.7","4.4","1.4","MZZZ","5.9","","NW","0","440","MZ0ZZZ","21.0","MZ"
"2003-06-16","8.2","5.2","1.4","MZZZ","2.2","","NNW","140","240","MZ0YYZ","20.6","MZ"
"2003-06-17","8.3","4.2","1.5","MZZZ","4.2","","NW","90","380","MZ0YYZ","17.9","MZ"
"2003-06-18","3.7","2.0","0.8","MZZZ","7.0","","NW","0","610","MZ0ZZZ","21.9","MZ"
"2003-06-19","6.8","4.6","2.9","MZZZ","8.7","","NNW","0","820","MZ0ZZZ","34.0","MZ"
"2003-06-20","7.7","5.7","3.7","MZZZ","10.3","","NNW","0","920","MZ0ZZZ","34.2","MZ"
"2003-06-21","9.1","6.3","3.6","MZZZ","5.8","","NW","0","750","MZ0ZZZ","33.7","MZ"
"2003-06-22","10.9","8.1","6.0","MZZZ","3.5","","WNW","30","430","MZ0YYZ","34.4","MZ"
