"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Precipitazione (mm)","Precipitazione classe","Umidità massima (%)","Umidità media (%)","Umidità minima (%)","Umidità classe"
"1997-09-13","16.0","11.7","7.4","M000","9.2","MZ","100","90","66","M000"
"1997-09-14","15.3","9.5","5.8","M000","0.4","MZ","100","82","49","M000"
"1997-09-15","12.3","7.6","3.7","M000","0.4","MZ","100","93","71","M000"
"1997-09-16","15.7","8.1","2.5","M000","0.0","MZ","98","73","39","M000"
"1997-09-17","18.1","9.9","3.7","M000","0.0","MZ","89","63","22","M000"
"1997-09-18","19.1","11.3","5.6","M000","0.0","MZ","85","66","35","M000"
"1997-09-19","19.6","11.6","5.9","M000","0.0","MZ","86","60","32","M000"
"1997-09-20","18.3","11.7","7.6","M000","0.0","MZ","95","67","35","M000"
"1997-09-21","13.1","10.5","7.2","M000","0.0","MZ","100","92","79","M000"
"1997-09-22","12.0","9.7","6.2","M000","0.0","MZ","100","95","84","M000"
"1997-09-23","16.4","9.2","4.4","M000","0.2","MZ","100","81","47","M000"
"1997-09-24","16.6","9.8","4.7","M000","0.0","MZ","95","78","53","M000"
"1997-09-25","15.9","9.0","5.0","M000","0.0","MZ","97","84","57","M000"
"1997-09-26","14.2","7.5","2.9","M000","0.0","MZ","100","86","70","M000"
"1997-09-27","18.4","9.6","3.7","M000","0.0","MZ","97","79","39","M000"
"1997-09-28","14.4","9.2","4.8","M000","0.0","MZ","100","90","75","M000"
"1997-09-29","16.4","10.1","5.1","M000","0.0","MZ","100","85","60","M000"
"1997-09-30","20.0","11.9","6.5","M000","0.0","MZ","83","64","38","M000"
"1997-10-01","23.0","14.4","10.5","M000","0.0","MZ","67","51","28","M000"
"1997-10-02","22.9","14.6","9.5","M000","0.0","MZ","63","40","16","M000"
"1997-10-03","18.4","11.2","5.9","M000","0.0","MZ","86","62","26","M000"
"1997-10-04","14.6","8.8","3.5","M000","0.0","MZ","95","82","60","M000"
"1997-10-05","16.0","9.1","3.9","M000","0.0","MZ","100","79","44","M000"
"1997-10-06","14.8","10.4","7.2","M000","4.8","MZ","100","88","60","M000"
"1997-10-07","12.6","9.4","7.3","M000","1.2","MZ","100","98","82","M000"
"1997-10-08","15.9","10.2","5.6","M000","0.0","MZ","100","90","67","M000"
"1997-10-09","16.2","10.2","6.2","M000","0.0","MZ","100","92","65","M000"
"1997-10-10","15.2","10.7","6.4","M000","3.2","MZ","100","84","58","M000"
"1997-10-11","17.6","11.8","5.9","M000","0.8","MZ","96","53","19","M000"
"1997-10-12","12.4","8.3","4.9","M000","2.0","MZ","95","55","21","M000"
"1997-10-13","9.8","4.2","-0.5","M000","0.0","MZ","67","42","19","M000"
"1997-10-14","7.9","3.0","-2.0","M000","0.0","MZ","60","34","15","M000"
"1997-10-15","7.1","1.7","-2.6","M000","0.0","MZ","80","58","33","M000"
"1997-10-16","10.5","3.8","0.1","M000","0.0","MZ","88","71","43","M000"
"1997-10-17","11.2","4.2","0.2","M000","0.0","MZ","100","83","52","M000"
"1997-10-18","12.5","5.4","1.9","M000","0.0","MZ","100","89","60","M000"
"1997-10-19","13.1","5.8","1.4","M000","0.0","MZ","96","81","54","M000"
"1997-10-20","13.2","6.7","2.5","M000","0.0","MZ","100","79","47","M000"
"1997-10-21","11.9","7.0","4.6","M000","0.0","MZ","100","90","68","M000"
"1997-10-22","9.8","6.3","3.3","M000","0.0","MZ","100","89","70","M000"
"1997-10-23","8.3","5.2","2.8","M000","0.2","MZ","100","96","85","M000"
"1997-10-24","13.9","5.8","1.9","M000","0.0","MZ","100","77","40","M000"
"1997-10-25","9.2","3.9","0.0","M000","0.0","MZ","95","75","50","M000"
"1997-10-26","13.0","4.8","0.4","M000","0.0","MZ","69","53","24","M000"
"1997-10-27","7.3","1.6","-1.7","M000","0.2","MZ","99","78","45","M000"
"1997-10-28","0.6","-4.1","-6.8","M000","0.4","MZ","100","94","88","M000"
"1997-10-29","1.7","-5.0","-9.7","M000","3.8","MZ","91","78","55","M000"
"1997-10-30","3.9","-4.0","-7.3","M000","0.0","MZ","83","61","24","M000"
"1997-10-31","3.0","-0.5","-7.6","M000","0.0","MZ","80","61","35","M000"
"1997-11-01","9.9","3.4","-1.0","M000","0.0","MZ","85","72","47","M000"
"1997-11-02","11.3","5.2","2.3","M000","0.0","MZ","84","72","45","M000"
"1997-11-03","11.3","4.2","1.1","M000","0.0","MZ","85","75","52","M000"
"1997-11-04","2.6","2.0","1.5","M000","1.0","MZ","100","95","82","M000"
"1997-11-05","2.2","0.9","0.1","M000","10.4","MZ","100","100","100","M000"
"1997-11-06","3.4","1.9","0.1","M000","47.0","MZ","100","100","100","M000"
"1997-11-07","6.4","3.6","1.2","M000","1.8","MZ","100","99","88","M000"
"1997-11-08","8.0","1.8","-1.2","M000","0.0","MZ","100","83","69","M000"
"1997-11-09","5.5","0.9","-0.4","M000","12.2","MZ","100","88","68","M000"
"1997-11-10","4.0","0.7","-3.5","M000","0.2","MZ","100","84","65","M000"
"1997-11-11","5.3","-1.0","-4.5","M000","5.2","MZ","100","94","63","M000"
"1997-11-12","4.1","-0.4","-4.1","M000","3.8","MZ","100","93","74","M000"
"1997-11-13","6.5","-1.8","-4.9","M000","6.6","MY","80","63","34","M000"
"1997-11-14","5.2","-2.1","-5.6","M000","7.0","MY","68","54","35","M000"
"1997-11-15","7.8","-0.2","-4.6","M000","5.8","MZ","75","62","32","M000"
"1997-11-16","9.0","3.3","-0.8","M000","0.0","MZ","88","70","48","M000"
"1997-11-17","8.5","0.3","-3.8","M000","0.0","MZ","99","83","47","M000"
"1997-11-18","7.8","0.7","-4.2","M000","0.0","MZ","94","63","35","M000"
"1997-11-19","-1.2","-3.4","-5.4","M000","0.0","MZ","100","95","70","M000"
"1997-11-20","-1.0","-3.4","-4.9","M000","1.0","MY","100","99","94","M000"
"1997-11-21","6.8","-0.1","-4.1","M000","0.0","MZ","100","77","47","M000"
"1997-11-22","5.8","-0.8","-4.3","M000","0.0","MZ","100","79","51","M000"
"1997-11-23","7.3","-0.3","-2.9","M000","0.0","MZ","78","66","42","M000"
"1997-11-24","5.9","0.3","-2.7","M000","0.0","MZ","80","60","30","M000"
"1997-11-25","3.7","0.4","-1.6","M000","0.0","MZ","92","76","53","M000"
"1997-11-26","2.5","0.6","-0.7","M000","0.4","MZ","100","90","77","M000"
"1997-11-27","6.2","1.4","-0.9","M000","0.0","MZ","100","93","70","M000"
"1997-11-28","6.4","1.2","-1.6","M000","0.0","MZ","98","87","61","M000"
"1997-11-29","4.7","0.9","-2.1","M000","0.0","MZ","95","86","71","M000"
"1997-11-30","5.8","2.2","-2.0","M000","0.0","MZ","82","51","33","M000"
"1997-12-01","6.7","1.9","-2.7","M000","0.0","MZ","70","47","27","M000"
"1997-12-02","-0.1","-2.0","-3.7","M000","0.0","MZ","100","71","39","M000"
"1997-12-03","0.4","-2.1","-4.9","M000","1.2","MY","73","43","31","M000"
"1997-12-04","1.7","-1.9","-4.4","M000","0.0","MZ","88","70","52","M000"
"1997-12-05","3.4","-3.9","-6.8","M000","0.0","MZ","90","76","48","M000"
"1997-12-06","1.7","-4.7","-8.1","M000","0.0","MZ","80","68","48","M000"
"1997-12-07","7.9","0.3","-4.8","M000","0.0","MZ","77","64","32","M000"
"1997-12-08","5.1","0.3","-2.9","M000","0.0","MZ","86","74","57","M000"
"1997-12-09","6.2","-0.8","-3.8","M000","0.0","MZ","88","73","49","M000"
"1997-12-10","5.3","-0.2","-2.4","M000","0.0","MZ","76","62","39","M000"
"1997-12-11","3.6","0.5","-2.1","M000","0.0","MZ","92","75","58","M000"
"1997-12-12","7.0","3.4","-0.7","M000","0.4","MZ","99","45","27","M000"
"1997-12-13","4.7","0.8","-3.8","M000","0.0","MZ","57","37","24","M000"
"1997-12-14","3.7","-2.9","-6.0","M000","0.0","MZ","64","49","26","M000"
"1997-12-15","-3.0","-6.5","-10.9","M000","0.0","MZ","94","82","55","M000"
"1997-12-16","-5.7","-7.2","-8.7","M000","0.0","MZ","93","89","80","M000"
"1997-12-17","-4.4","-6.7","-8.5","M000","0.0","MZ","95","91","80","M000"
"1997-12-18","0.1","-2.6","-5.4","M000","0.0","MZ","100","95","86","M000"
"1997-12-19","3.9","-0.6","-2.3","M000","0.6","MZ","100","96","72","M000"
"1997-12-20","2.6","-0.7","-3.2","M000","0.8","MZ","100","97","87","M000"
"1997-12-21","4.4","-0.7","-3.3","M000","2.2","MZ","95","78","54","M000"
"1997-12-22","3.8","-2.0","-5.5","M000","4.2","MZ","84","74","56","M000"
"1997-12-23","3.3","-1.2","-5.4","M000","1.6","MZ","85","71","57","M000"
"1997-12-24","5.5","0.4","-2.6","M000","3.4","MZ","79","67","49","M000"
"1997-12-25","6.5","1.0","-2.8","M000","4.2","MY","94","80","62","M000"
"1997-12-26","4.2","-0.3","-3.0","M000","3.0","MZ","96","75","40","M000"
"1997-12-27","4.7","-2.0","-5.2","M000","2.8","MZ","69","56","27","M000"
"1997-12-28","2.6","-3.6","-6.3","M000","1.4","MY","69","53","25","M000"
"1997-12-29","0.0","-5.8","-7.8","M000","0.2","MY","72","61","40","M000"
"1997-12-30","2.5","-5.1","-8.4","M000","1.0","MY","81","68","44","M000"
"1997-12-31","0.8","-3.2","-7.7","M000","0.4","MY","99","81","60","M000"
"1998-01-01","3.0","-0.5","-1.8","M000","3.4","MZ","100","96","80","M000"
"1998-01-02","3.0","-1.2","-3.8","M000","0.8","MZ","100","91","31","M000"
"1998-01-03","5.7","0.1","-3.8","M000","4.0","MZ","100","58","32","M000"
"1998-01-04","5.0","0.6","-3.1","M000","3.4","MZ","100","48","20","M000"
"1998-01-05","5.9","0.1","-3.3","M000","3.2","MZ","94","50","15","M000"
"1998-01-06","7.6","2.0","-1.9","M000","7.4","MZ","99","70","38","M000"
"1998-01-07","6.3","-0.6","-2.6","M000","3.4","MY","81","68","44","M000"
"1998-01-08","5.6","-0.2","-2.7","M000","0.4","MY","67","56","39","M000"
"1998-01-09","6.4","1.7","-3.0","M000","0.0","MZ","64","53","37","M000"
"1998-01-10","8.1","2.9","0.5","M000","0.0","MZ","59","48","30","M000"
"1998-01-11","6.4","1.0","-1.3","M000","0.0","MZ","71","59","39","M000"
"1998-01-12","7.2","-0.2","-4.6","M000","0.0","MZ","80","64","36","M000"
"1998-01-13","2.2","-1.0","-5.0","M000","0.0","MZ","95","83","65","M000"
"1998-01-14","1.8","-0.8","-4.8","M000","1.2","MZ","100","97","87","M000"
"1998-01-15","5.9","-1.7","-5.6","M000","4.4","MZ","100","89","60","M000"
"1998-01-16","2.6","-1.4","-4.9","M000","2.8","MZ","100","87","45","M000"
"1998-01-17","5.7","-0.7","-5.5","M000","2.2","MZ","59","40","15","M000"
"1998-01-18","2.7","-3.1","-6.4","M000","0.0","MZ","92","59","32","M000"
"1998-01-19","3.6","-1.4","-5.2","M000","1.0","MZ","100","72","38","M000"
"1998-01-20","-0.4","-2.9","-6.6","M000","0.0","MZ","96","53","27","M000"
"1998-01-21","3.2","-3.1","-7.3","M000","1.8","MZ","59","43","28","M000"
"1998-01-22","3.4","-4.9","-8.7","M000","2.6","MZ","64","49","20","M000"
"1998-01-23","4.1","-3.6","-7.7","M000","3.8","MZ","72","60","34","M000"
"1998-01-24","5.0","-3.4","-8.1","M000","5.6","MZ","87","67","38","M000"
"1998-01-25","-0.6","-6.4","-11.3","M000","0.2","MZ","96","86","70","M000"
"1998-01-26","2.6","-8.5","-11.8","M000","4.0","MZ","89","76","46","M000"
"1998-01-27","1.1","-8.9","-12.1","M000","3.0","MZ","86","71","43","M000"
"1998-01-28","4.1","-5.8","-11.4","M000","4.4","MZ","72","51","25","M000"
"1998-01-29","6.5","-3.6","-9.5","M000","0.2","MZ","63","47","21","M000"
"1998-01-30","2.3","-7.4","-11.5","M000","0.0","MZ","75","60","28","M000"
"1998-01-31","1.9","-6.5","-10.2","M000","0.0","MZ","70","60","37","M000"
"1998-02-01","0.5","-7.3","-11.2","M000","0.0","MZ","83","65","38","M000"
"1998-02-02","1.0","-7.4","-11.6","M000","0.0","MZ","83","60","35","M000"
"1998-02-03","6.0","-4.6","-9.1","M000","0.0","MZ","68","53","23","M000"
"1998-02-04","4.4","-4.4","-9.2","M000","0.0","MZ","66","51","21","M000"
"1998-02-05","7.6","-2.1","-5.7","M000","0.0","MZ","63","48","20","M000"
"1998-02-06","8.4","-1.2","-5.2","M000","0.0","MZ","60","47","20","M000"
"1998-02-07","7.3","-1.1","-5.6","M000","0.0","MZ","60","45","15","M000"
"1998-02-08","5.3","-3.1","-6.8","M000","0.0","MZ","69","54","28","M000"
"1998-02-09","6.8","-2.0","-6.1","M000","0.0","MZ","78","62","30","M000"
"1998-02-10","11.3","3.0","-0.5","M000","0.0","MZ","70","59","32","M000"
"1998-02-11","10.5","3.9","1.1","M000","0.0","MZ","66","56","36","M000"
"1998-02-12","10.8","5.7","2.1","M000","0.0","MZ","57","47","33","M000"
"1998-02-13","11.8","6.9","3.3","M000","0.0","MZ","59","42","21","M000"
"1998-02-14","11.4","6.5","3.7","M000","0.0","MZ","67","55","38","M000"
"1998-02-15","12.5","5.4","2.0","M000","0.0","MZ","69","58","34","M000"
"1998-02-16","12.6","6.6","3.3","M000","0.0","MZ","64","50","29","M000"
"1998-02-17","13.1","6.3","1.1","M000","0.0","MZ","57","40","14","M000"
"1998-02-18","12.0","3.3","0.0","M000","0.0","MZ","77","57","27","M000"
"1998-02-19","13.0","5.6","0.0","M000","0.0","MZ","63","44","23","M000"
"1998-02-20","13.1","4.9","0.9","M000","0.0","MZ","74","51","20","M000"
"1998-02-21","9.4","2.6","-0.9","M000","0.0","MZ","85","64","35","M000"
"1998-02-22","4.0","0.1","-1.5","M000","3.8","MZ","100","94","80","M000"
"1998-02-23","4.0","-0.2","-2.3","M000","4.4","MZ","99","90","68","M000"
"1998-02-24","12.4","2.0","-2.6","M000","14.0","MZ","88","68","33","M000"
"1998-02-25","13.0","4.7","0.0","M000","0.0","MZ","79","64","31","M000"
"1998-02-26","9.3","2.5","-2.0","M000","0.0","MZ","98","74","51","M000"
"1998-02-27","13.7","4.4","-0.2","M000","0.0","MZ","67","49","18","M000"
"1998-02-28","11.2","3.9","-1.1","M000","0.0","MZ","95","53","21","M000"
"1998-03-01","8.7","2.2","-2.0","M000","0.0","MZ","59","41","20","M000"
"1998-03-02","6.2","0.4","-3.9","M000","0.0","MZ","99","66","39","M000"
"1998-03-03","7.6","1.3","-3.4","M000","0.0","MZ","88","66","37","M000"
"1998-03-04","8.2","2.4","-0.1","M000","0.0","MZ","100","85","56","M000"
"1998-03-05","8.3","2.1","-2.6","M000","0.0","MZ","100","48","14","M000"
"1998-03-06","8.3","0.9","-4.5","M000","0.0","MZ","73","45","17","M000"
"1998-03-07","13.5","7.9","3.1","M000","0.0","MZ","71","44","22","M000"
"1998-03-08","7.1","2.7","-0.1","M000","0.6","MZ","96","63","23","M000"
"1998-03-09","5.5","1.2","-3.9","M000","0.2","MZ","76","32","14","M000"
"1998-03-10","2.4","-4.3","-9.7","M000","0.0","MZ","51","36","15","M000"
"1998-03-11","-0.2","-4.1","-7.1","M000","0.0","MZ","79","55","32","M000"
"1998-03-12","3.3","-3.3","-8.9","M000","0.0","MZ","82","71","48","M000"
"1998-03-13","5.6","-1.0","-5.9","M000","0.0","MZ","80","63","37","M000"
"1998-03-14","10.4","1.9","-3.8","M000","0.0","MZ","74","55","27","M000"
"1998-03-15","11.2","5.7","-0.2","M000","0.0","MZ","68","36","15","M000"
"1998-03-16","13.4","5.3","-1.3","M000","0.0","MZ","71","52","26","M000"
"1998-03-17","14.0","7.2","0.3","M000","0.0","MZ","73","42","18","M000"
"1998-03-18","15.3","6.8","1.2","M000","0.0","MZ","58","37","15","M000"
"1998-03-19","12.4","6.8","-0.5","M000","0.0","MZ","82","30","3","M000"
"1998-03-20","8.3","1.8","-2.9","M000","0.0","MZ","83","56","34","M000"
"1998-03-21","8.8","1.0","-4.3","M000","0.0","MZ","100","68","31","M000"
"1998-03-22","4.4","-2.0","-5.9","M000","0.4","MZ","100","84","53","M000"
"1998-03-23","-2.4","-4.6","-6.6","M000","0.0","MZ","97","89","77","M000"
"1998-03-24","4.2","-4.0","-8.1","M000","5.6","MZ","95","72","32","M000"
"1998-03-25","5.1","-2.5","-7.9","M000","0.0","MZ","97","72","44","M000"
"1998-03-26","6.2","-1.8","-8.1","M000","0.0","MZ","97","77","43","M000"
"1998-03-27","7.9","1.7","-4.5","M000","0.0","MZ","90","63","40","M000"
"1998-03-28","12.1","5.7","-0.5","M000","0.0","MZ","80","60","34","M000"
"1998-03-29","12.3","5.7","1.2","M000","0.0","MZ","83","66","40","M000"
"1998-03-30","11.6","4.8","0.4","M000","0.0","MZ","88","71","44","M000"
"1998-03-31","11.3","5.0","0.1","M000","0.0","MZ","87","70","46","M000"
"1998-04-01","8.6","4.6","1.5","M000","0.2","MZ","95","81","62","M000"
"1998-04-02","8.6","4.5","2.2","M000","3.0","MY","100","90","62","M000"
"1998-04-03","7.1","4.0","1.7","M000","2.6","MZ","100","97","75","M000"
"1998-04-04","5.0","4.2","3.3","M000","8.6","MZ","100","100","96","M000"
"1998-04-05","7.5","3.7","0.8","M000","10.8","MY","100","95","74","M000"
"1998-04-06","10.0","4.4","-0.1","M000","4.8","MY","100","76","30","M000"
"1998-04-07","3.0","0.8","-2.1","M000","12.0","MZ","100","97","80","M000"
"1998-04-08","8.7","2.0","-2.6","M000","6.6","MY","94","69","26","M000"
"1998-04-09","5.0","1.0","-1.5","M000","0.0","MZ","100","85","60","M000"
"1998-04-10","1.4","-0.7","-5.3","M000","1.6","MZ","100","97","89","M000"
"1998-04-11","2.0","-2.3","-7.4","M000","3.0","MZ","99","86","68","M000"
"1998-04-12","8.0","-0.6","-7.4","M000","16.8","MZ","95","58","19","M000"
"1998-04-13","3.8","-2.0","-5.8","M000","6.6","MZ","69","44","21","M000"
"1998-04-14","4.6","-1.8","-8.8","M000","13.6","MZ","87","49","17","M000"
"1998-04-15","0.5","-2.0","-3.7","M000","3.8","MZ","99","88","75","M000"
"1998-04-16","8.4","0.2","-7.0","M000","16.6","MZ","99","77","31","M000"
"1998-04-17","4.5","-0.6","-5.6","M000","7.6","MZ","100","84","64","M000"
"1998-04-18","6.8","1.2","-3.8","M000","0.0","MZ","70","43","23","M000"
"1998-04-19","7.7","0.9","-4.2","M000","0.0","MZ","66","44","22","M000"
"1998-04-20","10.4","2.6","-4.0","M000","0.0","MZ","87","57","22","M000"
"1998-04-21","13.3","5.1","-0.1","M000","0.0","MZ","91","67","36","M000"
"1998-04-22","12.8","6.4","1.5","M000","0.0","MZ","90","71","41","M000"
"1998-04-23","11.2","6.2","2.8","M000","0.0","MZ","96","82","59","M000"
"1998-04-24","14.4","7.7","1.6","M000","0.0","MZ","87","72","46","M000"
"1998-04-25","13.7","9.1","4.7","M000","0.0","MZ","87","74","53","M000"
"1998-04-26","10.3","7.2","5.4","M000","1.8","MZ","100","87","70","M000"
"1998-04-27","5.9","2.4","0.1","M000","37.6","MZ","100","95","77","M000"
"1998-04-28","8.5","2.6","-0.4","M000","28.2","MZ","100","89","59","M000"
"1998-04-29","9.3","2.9","-0.5","M000","2.4","MZ","100","76","40","M000"
"1998-04-30","5.1","1.3","0.0","M000","16.6","MZ","100","94","77","M000"
"1998-05-01","12.6","3.4","0.1","M000","24.4","MZ","100","87","48","M000"
"1998-05-02","12.0","4.2","-0.4","M000","0.0","MZ","100","79","42","M000"
"1998-05-03","10.8","5.7","0.4","M000","0.0","MZ","90","72","48","M000"
"1998-05-04","13.6","8.0","3.4","M000","0.0","MZ","91","63","31","M000"
"1998-05-05","14.4","8.0","2.8","M000","0.0","MZ","89","70","44","M000"
"1998-05-06","8.7","5.9","1.9","M000","0.0","MZ","94","86","75","M000"
"1998-05-07","11.1","6.6","1.3","M000","0.0","MZ","94","81","57","M000"
"1998-05-08","12.3","8.6","4.3","M000","0.0","MZ","95","79","61","M000"
"1998-05-09","15.9","10.6","5.8","M000","0.0","MZ","89","73","44","M000"
"1998-05-10","17.9","12.0","6.9","M000","0.0","MZ","80","63","40","M000"
"1998-05-11","18.0","12.0","6.6","M000","0.0","MZ","81","60","37","M000"
"1998-05-12","19.5","13.1","7.2","M000","0.0","MZ","76","59","38","M000"
"1998-05-13","19.8","13.4","7.5","M000","0.0","MZ","69","50","26","M000"
"1998-05-14","18.6","12.1","8.0","M000","7.0","MZ","100","69","48","M000"
"1998-05-15","17.3","11.5","5.7","M000","0.0","MZ","100","76","55","M000"
"1998-05-16","9.9","7.3","5.1","M000","1.4","MZ","100","93","81","M000"
"1998-05-17","12.6","7.4","","M000","0.0","MZ","98","82","62","M000"
"1998-05-18","14.1","8.0","1.3","M000","0.0","MZ","97","65","30","M000"
"1998-05-19","15.2","9.7","3.8","M000","0.0","MZ","81","62","40","M000"
"1998-05-20","16.1","10.2","5.8","M000","6.6","MZ","98","71","42","M000"
"1998-05-21","14.0","9.7","6.0","M000","0.2","MZ","96","79","61","M000"
"1998-05-22","16.6","10.9","5.1","M000","0.0","MZ","79","58","28","M000"
"1998-05-23","11.8","9.0","5.8","M000","0.0","MZ","99","80","63","M000"
"1998-05-24","12.7","7.7","3.7","M000","3.8","MZ","100","90","63","M000"
"1998-05-25","13.1","8.2","3.2","M000","0.0","MZ","100","83","54","M000"
"1998-05-26","11.7","8.0","5.1","M000","1.8","MZ","100","90","70","M000"
"1998-05-27","9.6","6.6","3.6","M000","31.4","MZ","100","96","80","M000"
"1998-05-28","7.0","5.3","3.9","M000","77.2","MZ","100","98","91","M000"
"1998-05-29","9.1","6.7","5.1","M000","23.6","MZ","100","97","83","M000"
"1998-05-30","13.1","7.8","2.6","M000","0.2","MZ","100","89","64","M000"
"1998-05-31","11.1","6.6","3.0","M000","21.0","MZ","100","97","74","M000"
"1998-06-01","14.1","8.5","1.8","M000","0.0","MZ","100","79","41","M000"
"1998-06-02","15.7","10.3","5.5","M000","4.2","MZ","100","89","64","M000"
"1998-06-03","15.7","10.5","8.5","M000","15.4","MZ","100","98","81","M000"
"1998-06-04","18.9","12.6","7.3","M000","22.0","MY","100","88","60","M000"
"1998-06-05","20.2","14.2","9.5","M000","2.6","MY","100","82","54","M000"
"1998-06-06","16.8","12.5","9.5","M000","49.0","MZ","100","88","66","M000"
"1998-06-07","14.8","10.6","8.1","M000","35.4","MZ","100","94","69","M000"
"1998-06-08","17.3","10.9","4.7","M000","0.0","MZ","100","77","48","M000"
"1998-06-09","18.8","13.4","7.9","M000","0.0","MZ","95","77","51","M000"
"1998-06-10","13.7","11.0","8.0","M000","14.2","MZ","100","94","80","M000"
"1998-06-11","13.7","8.6","4.8","M000","3.8","MZ","100","75","41","M000"
"1998-06-12","12.7","8.0","4.5","M000","0.0","MZ","55","37","26","M000"
"1998-06-13","13.0","7.4","0.6","M000","0.0","MZ","89","48","15","M000"
"1998-06-14","11.7","7.5","3.1","M000","0.0","MZ","96","78","51","M000"
"1998-06-15","12.6","8.4","4.0","M000","0.0","MZ","100","85","60","M000"
"1998-06-16","14.0","8.3","2.3","M000","0.0","MZ","96","73","46","M000"
"1998-06-17","14.4","8.7","3.5","M000","0.0","MZ","97","72","49","M000"
"1998-06-18","15.8","10.5","5.1","M000","0.0","MZ","96","82","61","M000"
"1998-06-19","19.2","13.3","7.2","M000","0.0","MZ","92","69","42","M000"
"1998-06-20","20.9","14.9","9.1","M000","0.0","MZ","98","76","55","M000"
"1998-06-21","23.5","17.0","10.3","M000","0.0","MZ","98","76","52","M000"
"1998-06-22","25.8","19.3","11.8","M000","0.0","MZ","86","42","15","M000"
"1998-06-23","20.9","15.9","10.5","M000","0.0","MZ","98","71","44","M000"
"1998-06-24","18.7","14.3","9.8","M000","0.0","MZ","100","87","64","M000"
"1998-06-25","20.5","14.4","10.3","M000","25.0","MY","100","89","62","M000"
"1998-06-26","17.7","13.9","10.3","M000","4.6","MZ","100","97","86","M000"
"1998-06-27","19.6","14.9","10.6","M000","0.4","MZ","100","90","64","M000"
"1998-06-28","21.4","15.6","10.8","M000","0.0","MZ","96","77","57","M000"
"1998-06-29","20.9","15.3","9.5","M000","0.0","MZ","98","77","57","M000"
"1998-06-30","20.4","14.8","10.0","M000","1.6","MZ","98","81","61","M000"
"1998-07-01","19.8","14.6","8.9","M000","7.0","MZ","100","82","60","M000"
"1998-07-02","21.6","15.4","10.8","M000","20.0","MY","100","88","56","M000"
"1998-07-03","17.8","12.9","8.1","M000","0.2","MZ","100","79","50","M000"
"1998-07-04","20.1","13.3","7.1","M000","0.0","MZ","92","68","36","M000"
"1998-07-05","21.2","15.0","9.8","M000","0.0","MZ","89","68","46","M000"
"1998-07-06","20.5","14.8","10.4","M000","0.0","MZ","100","79","57","M000"
"1998-07-07","18.4","13.2","10.0","M000","2.8","MZ","98","81","48","M000"
"1998-07-08","16.9","11.8","6.0","M000","0.0","MZ","71","45","22","M000"
"1998-07-09","17.2","11.5","4.1","M000","0.0","MZ","85","61","37","M000"
"1998-07-10","19.8","13.9","8.7","M000","0.0","MZ","95","69","44","M000"
"1998-07-11","19.3","13.8","8.4","M000","0.0","MZ","95","78","60","M000"
"1998-07-12","23.3","15.8","9.4","M000","0.0","MZ","96","68","41","M000"
"1998-07-13","19.7","14.1","10.0","M000","8.2","MZ","100","83","61","M000"
"1998-07-14","20.1","13.8","9.1","M000","0.0","MZ","93","75","34","M000"
"1998-07-15","14.8","10.6","6.0","M000","0.0","MZ","98","82","58","M000"
"1998-07-16","15.3","10.3","5.1","M000","0.0","MZ","98","82","60","M000"
"1998-07-17","20.0","13.7","7.8","M000","0.0","MZ","92","66","40","M000"
"1998-07-18","20.4","14.2","8.1","M000","0.0","MZ","97","75","60","M000"
"1998-07-19","21.9","16.1","9.5","M000","0.0","MZ","98","80","61","M000"
"1998-07-20","22.3","17.6","13.6","M000","4.6","MZ","100","80","60","M000"
"1998-07-21","","","","M000","","M0","","","","M000"
"1998-07-22","","","","M000","","M0","","","","M000"
"1998-07-23","","","","M000","","M0","","","","M000"
"1998-07-24","","","","M000","","M0","","","","M000"
"1998-07-25","","","","M000","","M0","","","","M000"
"1998-07-26","","","","M000","","M0","","","","M000"
"1998-07-27","","","","M000","","M0","","","","M000"
"1998-07-28","","","","M000","","M0","","","","M000"
"1998-07-29","","","","M000","","M0","","","","M000"
"1998-07-30","","","","M000","","M0","","","","M000"
"1998-07-31","","","","M000","","M0","","","","M000"
"1998-08-01","","","","M000","","M0","","","","M000"
"1998-08-02","","","","M000","","M0","","","","M000"
"1998-08-03","","","","M000","","M0","","","","M000"
"1998-08-04","","","","M000","","M0","","","","M000"
"1998-08-05","","","","M000","","M0","","","","M000"
"1998-08-06","","","","M000","","M0","","","","M000"
"1998-08-07","","","","M000","","M0","","","","M000"
"1998-08-08","","","","M000","","M0","","","","M000"
"1998-08-09","","","","M000","","M0","","","","M000"
"1998-08-10","","","","M000","","M0","","","","M000"
"1998-08-11","","","","M000","","M0","","","","M000"
"1998-08-12","","","","M000","","M0","","","","M000"
"1998-08-13","","","","M000","","M0","","","","M000"
"1998-08-14","","","","M000","","M0","","","","M000"
"1998-08-15","","","","M000","","M0","","","","M000"
"1998-08-16","","","","M000","","M0","","","","M000"
"1998-08-17","","","","M000","","M0","","","","M000"
"1998-08-18","","","","M000","","M0","","","","M000"
"1998-08-19","","","","M000","","M0","","","","M000"
"1998-08-20","","","","M000","","M0","","","","M000"
"1998-08-21","","","","M000","","M0","","","","M000"
"1998-08-22","","","","M000","","M0","","","","M000"
"1998-08-23","","","","M000","","M0","","","","M000"
"1998-08-24","","","","M000","","M0","","","","M000"
"1998-08-25","","","","M000","","M0","","","","M000"
