"DATA","Livello idrometrico fiume (m)","Livello Idrometrico Canale (m)","Portata fiume (m³/s)","Portata canale (m³/s)","Portata naturale (m³/s)"
"2017-11-19","-0.46","0.26","1.03","2.36","3.38"
"2017-11-20","-0.31","0.36","1.41","2.97","4.38"
"2017-11-21","-0.36","0.29","1.43","2.51","3.94"
"2017-11-22","-0.36","0.26","1.61","2.33","3.94"
"2017-11-23","-0.33","0.25","1.77","2.23","3.99"
"2017-11-24","-0.31","0.23","2.34","2.20","4.55"
"2017-11-25","-0.23","0.20","2.63","1.85","4.49"
"2017-11-26","-0.61","0.15","1.02","1.72","2.74"
"2017-11-27","-0.60","0.31","0.65","2.78","3.43"
"2017-11-28","-0.53","0.34","0.70","2.97","3.66"
"2017-11-29","-0.59","0.41","0.61","3.43","4.04"
"2017-11-30","-0.73","0.26","0.52","2.49","3.01"
"2017-12-01","-0.68","0.35","0.55","3.10","3.65"
"2017-12-02","-0.63","0.42","0.58","3.45","4.02"
"2017-12-03","-0.72","0.26","0.53","2.54","3.06"
"2017-12-04","-0.64","0.38","0.58","3.16","3.73"
"2017-12-05","-0.62","0.40","0.59","3.27","3.86"
"2017-12-06","-0.69","0.29","0.55","2.71","3.26"
"2017-12-07","-0.87","0.06","0.45","1.42","1.88"
"2017-12-08","-1.05","-0.15","0.35","0.43","0.78"
"2017-12-09","-0.93","-0.05","0.42","0.72","1.13"
"2017-12-10","-0.97","-0.14","0.38","0.12","0.50"
"2017-12-11","-0.76","0.17","0.53","2.12","2.65"
"2017-12-12","-0.71","0.30","0.54","2.98","3.52"
"2017-12-13","-0.67","0.34","0.57","3.17","3.73"
"2017-12-14","-0.73","0.24","0.53","2.20","2.73"
"2017-12-15","-0.77","0.16","0.50","1.71","2.21"
"2017-12-16","-0.96","-0.10","0.39","0.24","0.63"
"2017-12-17","-0.96","-0.10","0.39","0.22","0.61"
"2017-12-18","-0.82","0.10","0.48","1.34","1.82"
"2017-12-19","-0.72","0.18","0.59","1.93","2.52"
"2017-12-20","-0.77","0.12","0.52","1.60","2.12"
"2017-12-21","-0.85","0.01","0.46","0.89","1.34"
"2017-12-22","-0.88","-0.02","0.45","0.67","1.11"
"2017-12-23","-0.97","-0.13","0.38","0.13","0.52"
"2017-12-24","-0.98","-0.14","0.38","0.12","0.50"
"2017-12-25","-0.97","-0.13","0.38","0.13","0.52"
"2017-12-26","-0.96","-0.12","0.39","0.16","0.55"
"2017-12-27","-0.83","0.02","0.47","0.90","1.37"
"2017-12-28","-0.77","0.08","0.53","1.27","1.79"
"2017-12-29","-0.89","-0.05","0.44","0.57","1.00"
"2017-12-30","-0.94","-0.12","0.40","0.21","0.61"
"2017-12-31","-0.94","-0.13","0.40","0.14","0.54"
"2018-01-01","-0.91","-0.10","0.42","0.24","0.66"
"2018-01-02","-0.87","-0.05","0.44","0.48","0.92"
"2018-01-03","-0.93","-0.12","0.40","0.15","0.56"
"2018-01-04","-0.79","0.02","0.52","0.84","1.36"
"2018-01-05","-0.72","0.09","0.59","1.15","1.74"
"2018-01-06","-0.83","-0.02","0.46","0.51","0.97"
"2018-01-07","-0.39","0.39","4.56","3.96","8.52"
"2018-01-08","0.79","0.64","194.12","6.48","200.60"
"2018-01-09","0.66","0.89","181.88","10.91","192.78"
"2018-01-10","0.40","1.15","48.97","14.50","63.47"
"2018-01-11","0.38","1.17","15.19","15.03","30.23"
"2018-01-12","0.28","1.14","7.38","14.22","21.59"
"2018-01-13","0.06","1.08","3.67","12.95","16.62"
"2018-01-14","-0.15","0.95","1.96","10.58","12.54"
"2018-01-15","-0.10","0.92","2.71","10.19","12.90"
"2018-01-16","-0.18","0.84","2.07","8.91","10.98"
"2018-01-17","-0.15","0.81","2.23","8.40","10.62"
"2018-01-18","-0.16","0.81","2.43","8.60","11.03"
"2018-01-19","-0.18","0.78","2.37","8.02","10.39"
"2018-01-20","-0.30","0.65","1.67","6.19","7.87"
"2018-01-21","-0.49","0.45","0.68","3.52","4.20"
"2018-01-22","-0.28","0.62","1.82","5.89","7.71"
"2018-01-23","-0.24","0.64","2.02","6.12","8.15"
"2018-01-24","-0.33","0.55","1.39","4.87","6.26"
"2018-01-25","-0.24","0.63","1.93","5.97","7.91"
"2018-01-26","-0.23","0.61","2.00","5.68","7.68"
"2018-01-27","-1.07","-0.09","9.02","1.10","8.14"
"2018-01-28","-1.33","-0.31","11.21","0.00","8.21"
"2018-01-29","-1.34","-0.31","11.10","0.00","8.90"
"2018-01-30","-1.31","-0.31","11.73","0.00","8.73"
"2018-01-31","-1.30","-0.35","11.87","0.00","8.87"
"2018-02-01","-1.30","-0.41","11.90","0.00","8.90"
"2018-02-02","-1.33","-0.35","11.36","0.00","8.36"
"2018-02-03","-1.33","-0.34","11.21","0.00","8.21"
"2018-02-04","-1.31","-0.30","11.72","0.00","8.72"
"2018-02-05","-1.31","-0.30","11.70","0.00","8.70"
"2018-02-06","-1.31","-0.30","11.74","0.01","8.75"
"2018-02-07","-0.57","0.45","4.41","5.77","8.33"
"2018-02-08","-0.34","0.70","1.74","7.28","7.01"
"2018-02-09","-0.45","0.59","0.92","5.48","6.39"
"2018-02-10","-0.66","0.33","0.59","2.69","3.28"
"2018-02-11","-0.58","0.43","0.69","3.79","4.48"
"2018-02-12","-0.53","0.49","0.69","4.38","5.07"
"2018-02-13","-0.53","0.49","0.73","4.33","5.06"
"2018-02-14","-0.58","0.42","0.62","3.48","4.10"
"2018-02-15","-0.55","0.49","0.68","4.40","5.08"
"2018-02-16","-0.58","0.47","0.63","4.01","4.64"
"2018-02-17","-0.60","0.44","0.73","3.79","4.52"
"2018-02-18","-0.73","0.25","0.52","1.93","2.45"
"2018-02-19","-0.53","0.53","0.65","4.72","5.37"
"2018-02-20","-0.57","0.48","0.62","4.08","4.70"
"2018-02-21","-0.65","0.38","0.57","2.90","3.46"
"2018-02-22","-0.49","0.58","0.69","5.19","5.88"
"2018-02-23","-0.21","0.77","2.43","8.11","10.54"
"2018-02-24","-0.16","0.83","2.62","8.86","11.48"
"2018-02-25","-0.60","0.40","0.82","3.58","4.40"
"2018-02-26","-0.20","0.76","2.63","7.96","10.59"
"2018-02-27","0.09","0.93","4.72","10.39","15.11"
"2018-02-28","-0.03","0.87","3.54","9.48","13.02"
"2018-03-01","-0.01","0.93","3.39","10.24","13.62"
"2018-03-02","-0.29","0.79","1.10","7.71","8.80"
"2018-03-03","-0.41","0.63","0.83","5.75","6.58"
"2018-03-04","-0.70","0.27","0.54","2.28","2.82"
"2018-03-05","-0.55","0.52","0.63","4.69","5.32"
"2018-03-06","-0.39","0.66","1.40","6.61","8.01"
"2018-03-07","-0.53","0.60","0.76","5.60","6.36"
"2018-03-08","-0.60","0.55","0.61","4.80","5.41"
"2018-03-09","-0.75","0.33","0.51","2.60","3.11"
"2018-03-10","-0.67","0.43","0.58","3.73","4.32"
"2018-03-11","-0.46","0.58","1.45","5.57","7.02"
"2018-03-12","-0.56","0.59","0.63","5.05","5.68"
"2018-03-13","-0.43","0.69","1.23","6.72","7.95"
"2018-03-14","-0.46","0.67","1.11","6.51","7.62"
"2018-03-15","-0.24","0.75","2.38","7.53","9.92"
"2018-03-16","-0.18","0.78","2.72","7.91","10.63"
"2018-03-17","0.08","0.88","4.70","9.24","13.94"
"2018-03-18","-0.11","0.82","3.05","8.38","11.43"
"2018-03-19","0.03","0.86","3.98","9.07","13.05"
"2018-03-20","-0.10","0.90","2.89","9.79","12.68"
"2018-03-21","-0.24","0.85","1.71","8.92","10.63"
"2018-03-22","-0.22","0.88","1.76","9.57","11.33"
"2018-03-23","-0.32","0.80","1.28","8.17","9.44"
"2018-03-24","-0.49","0.61","0.76","5.44","6.20"
"2018-03-25","-0.57","0.50","0.63","4.13","4.75"
"2018-03-26","-0.51","0.58","0.68","4.98","5.66"
"2018-03-27","-0.47","0.62","0.74","5.62","6.36"
"2018-03-28","-0.53","0.57","0.67","4.92","5.59"
"2018-03-29","-0.52","0.58","0.74","5.08","5.82"
"2018-03-30","-0.30","0.82","1.41","8.44","9.85"
"2018-03-31","-0.17","0.94","1.91","10.35","12.25"
"2018-04-01","-0.25","0.86","1.73","9.16","10.89"
"2018-04-02","-0.19","0.90","2.05","9.87","11.92"
"2018-04-03","-0.13","0.92","2.51","10.28","12.78"
"2018-04-04","0.07","1.05","3.98","12.38","16.36"
"2018-04-05","-0.01","1.03","3.20","12.11","15.31"
"2018-04-06","-0.06","1.00","2.73","11.54","14.27"
"2018-04-07","0.01","1.03","3.23","12.13","15.36"
"2018-04-08","0.07","1.05","3.84","12.33","16.17"
"2018-04-09","0.27","1.09","8.54","13.25","21.79"
"2018-04-10","0.44","1.11","20.82","13.76","34.58"
"2018-04-11","0.45","1.16","25.63","14.84","40.48"
"2018-04-12","0.56","1.06","62.75","12.94","75.69"
"2018-04-13","0.54","1.12","49.62","13.84","63.46"
"2018-04-14","0.45","1.17","21.94","15.02","36.97"
"2018-04-15","0.40","1.14","16.75","14.42","31.17"
"2018-04-16","0.38","1.16","14.97","14.66","29.63"
"2018-04-17","0.42","1.15","18.78","14.49","33.27"
"2018-04-18","0.50","1.14","25.68","14.22","39.90"
"2018-04-19","0.57","1.08","31.96","13.04","45.01"
"2018-04-20","0.60","1.15","35.80","14.56","50.36"
"2018-04-21","0.64","1.14","40.46","14.28","54.74"
"2018-04-22","0.67","1.10","43.81","13.36","57.16"
"2018-04-23","0.70","1.06","47.84","12.68","60.51"
"2018-04-24","0.67","1.10","43.70","13.59","57.29"
"2018-04-25","0.63","1.16","39.90","14.75","54.64"
"2018-04-26","0.66","1.14","42.77","14.36","57.12"
"2018-04-27","0.63","1.07","39.61","12.90","52.51"
"2018-04-28","0.56","1.08","31.28","13.12","44.40"
"2018-04-29","0.71","1.06","58.34","12.58","70.91"
"2018-04-30","0.65","1.09","68.07","13.20","81.27"
"2018-05-01","0.58","1.13","46.55","14.15","60.71"
"2018-05-02","0.62","1.10","46.65","13.42","60.07"
"2018-05-03","0.73","1.05","71.37","12.44","83.81"
"2018-05-04","0.76","1.10","86.64","13.58","100.22"
"2018-05-05","0.71","1.14","75.83","14.23","90.06"
"2018-05-06","0.67","1.19","69.51","15.38","84.89"
"2018-05-07","0.72","1.15","76.57","14.59","91.16"
"2018-05-08","0.69","1.14","71.77","14.31","86.08"
"2018-05-09","0.72","1.15","63.41","14.60","78.01"
"2018-05-10","0.69","1.15","55.99","14.45","70.44"
"2018-05-11","0.66","1.18","51.46","15.27","66.73"
"2018-05-12","0.62","1.21","46.89","15.82","62.71"
"2018-05-13","0.73","1.19","61.23","15.43","76.66"
"2018-05-14","0.65","1.20","67.82","15.72","83.54"
"2018-05-15","0.58","1.22","47.40","16.20","63.60"
"2018-05-16","0.57","1.21","41.27","15.99","57.25"
"2018-05-17","0.53","1.20","37.14","15.60","52.74"
"2018-05-18","0.51","1.17","35.02","14.91","49.92"
"2018-05-19","0.55","1.16","38.66","14.79","53.45"
"2018-05-20","0.57","1.20","40.55","15.65","56.20"
"2018-05-21","0.59","1.20","43.36","15.60","58.96"
"2018-05-22","0.57","1.21","41.41","15.99","57.41"
"2018-05-23","0.54","1.22","37.86","16.18","54.04"
"2018-05-24","0.53","1.23","36.48","16.29","52.77"
"2018-05-25","0.56","1.21","39.47","15.91","55.37"
"2018-05-26","0.60","1.20","44.67","15.71","60.38"
"2018-05-27","0.62","1.14","46.59","14.39","60.97"
"2018-05-28","0.81","1.11","98.22","13.92","112.14"
"2018-05-29","0.88","1.18","110.27","15.32","125.59"
"2018-05-30","0.71","0.88","82.92","11.40","94.32"
"2018-05-31","0.75","0.94","96.02","12.69","108.70"
"2018-06-01","0.66","1.16","61.51","14.73","76.23"
"2018-06-02","0.65","1.21","55.11","16.02","71.12"
"2018-06-03","0.68","1.25","58.19","16.72","74.91"
"2018-06-04","0.66","1.21","55.81","15.83","71.64"
"2018-06-05","0.65","1.23","54.91","16.25","71.16"
"2018-06-06","0.74","1.19","66.12","15.47","81.59"
"2018-06-07","0.75","1.19","68.25","15.39","83.64"
"2018-06-08","0.81","1.18","76.73","15.29","92.02"
"2018-06-09","0.69","1.22","60.42","16.13","76.55"
"2018-06-10","0.66","1.22","56.50","16.06","72.56"
"2018-06-11","0.91","1.18","131.10","15.22","146.32"
"2018-06-12","0.94","1.15","134.65","14.48","149.13"
"2018-06-13","0.81","1.13","96.84","14.01","110.85"
"2018-06-14","0.77","1.18","79.43","15.28","94.71"
"2018-06-15","0.65","1.21","64.55","15.93","80.47"
"2018-06-16","0.59","1.21","55.82","15.90","71.71"
"2018-06-17","0.57","1.20","53.58","15.56","69.14"
"2018-06-18","0.61","1.21","48.71","15.90","64.61"
"2018-06-19","0.63","1.22","48.22","16.08","64.31"
"2018-06-20","0.63","1.24","47.80","16.59","64.39"
"2018-06-21","0.60","1.24","44.96","16.66","61.63"
"2018-06-22","0.61","1.20","45.95","15.73","61.68"
"2018-06-23","0.54","1.23","37.94","16.37","54.31"
"2018-06-24","0.48","1.26","32.32","17.03","49.34"
"2018-06-25","0.45","1.25","28.93","16.78","45.72"
"2018-06-26","0.42","1.23","27.02","16.40","43.42"
"2018-06-27","0.46","1.23","29.69","16.36","46.05"
"2018-06-28","0.46","1.21","30.07","15.96","46.03"
"2018-06-29","0.43","1.20","27.21","15.72","42.93"
"2018-06-30","0.43","1.23","27.79","16.43","44.22"
"2018-07-01","0.44","1.25","28.07","16.76","44.82"
"2018-07-02","0.49","1.24","33.32","16.59","49.92"
"2018-07-03","0.51","1.22","34.88","16.15","51.03"
"2018-07-04","0.49","1.24","32.75","16.64","49.39"
"2018-07-05","0.44","1.21","28.74","15.93","44.67"
"2018-07-06","0.32","1.21","19.28","15.91","35.20"
"2018-07-07","0.29","1.19","16.94","15.53","32.47"
"2018-07-08","0.26","1.19","14.63","15.52","30.16"
"2018-07-09","0.29","1.20","16.62","15.76","32.38"
"2018-07-10","0.37","1.22","22.67","16.04","38.71"
"2018-07-11","0.38","1.20","23.20","15.70","38.90"
"2018-07-12","0.26","1.18","15.30","15.24","30.55"
"2018-07-13","0.25","1.17","14.26","14.97","29.23"
"2018-07-14","0.26","1.14","14.32","14.44","28.75"
"2018-07-15","0.23","1.16","13.63","14.84","28.47"
"2018-07-16","0.23","1.17","13.91","15.02","28.93"
"2018-07-17","0.23","1.16","13.69","14.85","28.55"
"2018-07-18","0.22","1.15","13.50","14.59","28.09"
"2018-07-19","0.19","1.18","13.25","15.15","28.41"
"2018-07-20","0.35","1.01","24.88","12.96","37.84"
"2018-07-21","0.33","1.03","17.02","12.99","30.01"
"2018-07-22","0.20","1.18","5.19","15.17","20.36"
"2018-07-23","0.22","1.18","5.68","15.25","20.92"
"2018-07-24","0.20","1.17","5.18","15.07","20.24"
"2018-07-25","0.30","1.19","9.08","15.34","24.42"
"2018-07-26","0.33","1.18","11.58","15.20","26.78"
"2018-07-27","0.32","1.21","10.71","15.84","26.55"
"2018-07-28","0.30","1.20","9.21","15.71","24.92"
"2018-07-29","0.19","1.17","5.88","15.08","20.96"
"2018-07-30","0.27","1.19","5.99","15.42","21.41"
"2018-07-31","0.26","1.19","6.03","15.43","21.45"
"2018-08-01","0.29","1.18","8.43","15.18","23.61"
"2018-08-02","0.34","1.20","12.57","15.62","28.19"
"2018-08-03","0.31","1.22","9.74","16.16","25.89"
"2018-08-04","0.28","1.20","9.09","15.61","24.70"
"2018-08-05","0.23","1.18","6.00","15.22","21.21"
"2018-08-06","0.25","1.18","5.97","15.22","21.19"
"2018-08-07","0.28","1.18","7.12","15.21","22.32"
"2018-08-08","0.42","1.21","18.47","16.01","34.48"
"2018-08-09","0.44","1.21","20.23","15.92","36.15"
"2018-08-10","0.45","1.16","21.03","14.74","35.77"
"2018-08-11","0.36","1.22","14.13","16.05","30.18"
"2018-08-12","0.30","1.21","10.19","15.88","26.07"
"2018-08-13","0.31","1.08","12.58","13.78","26.37"
"2018-08-14","0.25","1.19","6.97","15.44","22.42"
"2018-08-15","0.20","1.17","5.23","14.94","20.17"
"2018-08-16","0.13","1.14","4.52","14.26","18.77"
"2018-08-17","0.23","1.17","5.61","15.05","20.65"
"2018-08-18","0.30","1.18","8.73","15.28","24.01"
"2018-08-19","0.24","1.16","5.71","14.83","20.55"
"2018-08-20","0.23","1.15","5.72","14.52","20.24"
"2018-08-21","0.25","1.15","5.80","14.51","20.31"
"2018-08-22","0.17","1.13","4.81","14.20","19.01"
"2018-08-23","0.14","1.14","4.48","14.40","18.88"
"2018-08-24","0.15","1.16","4.58","14.82","19.40"
"2018-08-25","0.19","1.16","5.11","14.74","19.86"
"2018-08-26","0.03","1.09","3.57","13.26","16.83"
"2018-08-27","0.14","1.15","4.53","14.45","18.98"
"2018-08-28","0.14","1.13","4.67","14.25","18.92"
"2018-08-29","0.19","1.16","5.07","14.81","19.87"
"2018-08-30","0.17","1.16","4.85","14.83","19.68"
"2018-08-31","0.21","1.16","5.29","14.70","20.00"
"2018-09-01","-0.01","1.01","3.39","11.90","15.29"
"2018-09-02","-0.15","0.96","2.44","11.04","13.48"
"2018-09-03","-0.11","1.02","2.24","11.92","14.16"
"2018-09-04","-0.05","1.04","2.92","12.37","15.29"
"2018-09-05","0.08","1.13","3.98","14.14","18.12"
"2018-09-06","0.10","1.10","4.62","13.57","18.19"
"2018-09-07","0.02","1.09","3.44","13.33","16.77"
"2018-09-08","-0.31","0.84","1.16","8.75","9.91"
"2018-09-09","-0.32","0.83","1.05","8.47","9.51"
"2018-09-10","-0.10","1.00","2.68","11.71","14.39"
"2018-09-11","-0.23","0.91","1.70","10.09","11.78"
"2018-09-12","-0.11","0.98","2.41","11.14","13.55"
"2018-09-13","0.01","1.08","3.27","13.18","16.44"
"2018-09-14","-0.34","0.75","1.62","8.02","9.63"
"2018-09-15","-0.16","0.89","2.79","10.38","13.17"
"2018-09-16","0.57","1.07","42.29","13.35","55.63"
"2018-09-17","0.30","1.15","12.48","14.46","26.94"
"2018-09-18","0.26","1.13","7.23","14.07","21.30"
"2018-09-19","0.00","1.02","3.60","12.19","15.79"
"2018-09-20","-0.40","0.70","1.45","7.07","8.52"
"2018-09-21","0.06","1.09","4.04","13.39","17.43"
"2018-09-22","-0.47","0.62","0.98","5.75","6.73"
"2018-09-23","-0.57","0.48","0.71","3.97","4.68"
"2018-09-24","-0.47","0.60","0.96","5.73","6.69"
"2018-09-25","-0.49","0.56","0.96","5.21","6.17"
"2018-09-26","-0.40","0.68","1.07","6.51","7.58"
"2018-09-27","-0.39","0.69","1.06","6.60","7.66"
"2018-09-28","-0.52","0.52","0.88","4.82","5.70"
"2018-09-29","-0.62","0.41","0.65","3.57","4.22"
"2018-09-30","-0.75","0.28","0.56","2.44","3.01"
"2018-10-01","-0.42","0.69","1.07","6.92","7.99"
"2018-10-02","-0.54","0.56","0.71","5.10","5.81"
"2018-10-03","-0.60","0.47","0.65","4.05","4.70"
"2018-10-04","-0.61","0.47","0.65","4.00","4.65"
"2018-10-05","-0.61","0.46","0.60","3.84","4.44"
"2018-10-06","-0.62","0.43","0.61","3.54","4.15"
"2018-10-07","-0.70","0.31","0.55","2.47","3.03"
"2018-10-08","-0.61","0.42","0.60","3.39","3.99"
"2018-10-09","-0.59","0.43","0.64","3.71","4.35"
"2018-10-10","-0.52","0.51","0.67","4.50","5.17"
"2018-10-11","0.51","1.07","59.49","13.16","72.64"
"2018-10-12","0.35","1.16","17.45","14.67","32.12"
"2018-10-13","0.22","1.13","6.23","14.13","20.36"
"2018-10-14","-0.01","1.05","3.10","12.54","15.64"
"2018-10-15","0.06","1.02","3.96","11.88","15.84"
"2018-10-16","0.07","1.01","4.09","11.74","15.83"
"2018-10-17","0.07","1.00","4.16","11.49","15.66"
"2018-10-18","-0.10","0.89","2.79","9.63","12.42"
"2018-10-19","0.15","1.08","4.56","13.13","17.69"
"2018-10-20","0.08","1.04","4.10","12.30","16.39"
"2018-10-21","-0.06","0.95","3.03","10.66","13.69"
"2018-10-22","-0.17","0.89","2.36","9.89","12.25"
"2018-10-23","-0.14","0.91","2.49","10.28","12.77"
"2018-10-24","-0.15","0.96","1.98","10.90","12.87"
"2018-10-25","-0.24","0.87","1.61","9.44","11.05"
"2018-10-26","0.03","0.95","4.09","10.94","15.02"
"2018-10-27","-0.04","0.89","5.90","9.95","15.85"
"2018-10-28","0.44","1.04","22.96","12.34","35.30"
"2018-10-29","0.82","0.54","129.56","6.14","135.69"
"2018-10-30","0.83","0.80","135.60","9.65","145.25"
"2018-10-31","0.54","0.96","69.51","11.49","81.00"
"2018-11-01","0.64","0.41","115.77","3.69","119.46"
"2018-11-02","0.62","1.06","107.92","12.73","120.65"
"2018-11-03","0.56","1.14","65.51","14.43","79.94"
"2018-11-04","0.72","1.15","85.71","14.46","100.17"
"2018-11-05","0.60","1.10","121.82","13.40","135.21"
"2018-11-06","1.57","0.57","515.15","5.73","520.87"
"2018-11-07","0.76","0.93","158.27","11.15","169.42"
"2018-11-08","0.62","1.10","92.27","13.39","105.66"
"2018-11-09","0.62","1.10","77.84","13.41","91.25"
"2018-11-10","0.52","1.15","66.57","14.53","81.10"
"2018-11-11","0.48","1.14","61.95","14.40","76.35"
"2018-11-12","0.50","1.15","45.95","14.44","60.40"
"2018-11-13","0.49","1.18","36.71","15.17","51.88"
